name	from_tis	region	wt_1	wt_2	wt_ssb1_flag_1	wt_ssb1_flag_2	enrich	edge	bound
YHR066W-t26_1	379	cds	0	1	0	2	0.6538058775333061		
YHR066W-t26_1	380	cds	0	2	3	0	0.7010397765577668		
YHR066W-t26_1	381	cds	0	1	1	2	0.6859775045981615		
YHR066W-t26_1	382	cds	0	0	1	0	0.5590070270477854		
YHR066W-t26_1	383	cds	1	1	0	1	0.4702847860649129		
YHR066W-t26_1	384	cds	0	5	0	0	0.359472076728403		
YHR066W-t26_1	385	cds	0	3	1	2	0.3392987502303739		
YHR066W-t26_1	386	cds	0	1	0	2	0.26962745853213443		
YHR066W-t26_1	387	cds	0	0	0	1	0.2897830270912864		
YHR066W-t26_1	388	cds	0	6	0	0	0.21123551635649299		
YHR066W-t26_1	389	cds	2	5	0	1	0.15393633050435632		
YHR066W-t26_1	390	cds	1	3	0	1	0.19154415670415081		
YHR066W-t26_1	391	cds	3	3	0	3	0.19154415670415081		
YHR066W-t26_1	392	cds	1	3	1	0	0.17138858814499888		
YHR066W-t26_1	393	cds	0	0	0	0	0.2011777856070109		
YHR066W-t26_1	394	cds	1	1	0	0	0.1932321835037351		
YHR066W-t26_1	395	cds	3	4	2	0	0.128563784777509		
YHR066W-t26_1	396	cds	0	3	0	2	0.250092155352862		
YHR066W-t26_1	397	cds	0	0	0	0	0.2858638455112371		
YHR066W-t26_1	398	cds	0	0	2	1	0.3406361395310648		
YHR066W-t26_1	399	cds	3	8	1	1	0.422332403727446		
YHR066W-t26_1	400	cds	2	2	2	0	0.5090123014057661		
YHR066W-t26_1	401	cds	3	4	2	4	0.4048432941914759		
YHR066W-t26_1	402	cds	1	6	0	3	0.3690716040331008		
YHR066W-t26_1	403	cds	2	7	0	1	0.321189641135658		
YHR066W-t26_1	404	cds	0	3	0	0	0.3844176684546221		
YHR066W-t26_1	405	cds	1	8	1	1	0.33257341662542184		
YHR066W-t26_1	406	cds	2	3	1	6	0.315214053264359		
YHR066W-t26_1	407	cds	2	2	0	1	0.445690539563785		
YHR066W-t26_1	408	cds	0	0	0	0	0.44367309015452716		
YHR066W-t26_1	409	cds	4	4	2	4	0.2972957706641646		
YHR066W-t26_1	410	cds	3	4	1	2	0.4110490679168295		
YHR066W-t26_1	411	cds	3	6	0	4	0.557192170980046		
YHR066W-t26_1	412	cds	0	0	2	2	0.42671568468062004		
YHR066W-t26_1	413	cds	0	2	1	2	0.3820652803113792		
YHR066W-t26_1	414	cds	0	0	0	0	0.3608110619833411		
YHR066W-t26_1	415	cds	0	0	0	1	0.358365221944773		
YHR066W-t26_1	416	cds	0	2	0	1	0.35836522194477294		
YHR066W-t26_1	417	cds	0	2	1	2	1.0538206538489836		
YHR066W-t26_1	418	cds	0	2	1	2	1.2270900534357234		
YHR066W-t26_1	419	cds	1	1	4	3	1.2570154479175537		
YHR066W-t26_1	420	cds	0	3	2	3	1.500352540647661		
YHR066W-t26_1	421	cds	4	9	2	3	1.4708494382975132		
YHR066W-t26_1	422	cds	0	2	4	3	0.8937498509111972		
YHR066W-t26_1	423	cds	7	6	2	7	0.7221952037563795		
YHR066W-t26_1	424	cds	2	4	3	0	0.7002260161271394		
YHR066W-t26_1	425	cds	2	8	1	0	0.39643424764734886		
YHR066W-t26_1	426	cds	9	6	2	1	0.3362318765260075		
YHR066W-t26_1	427	cds	2	0	1	2	0.2983876224617712		
YHR066W-t26_1	428	cds	3	6	1	2	0.29431156265043945		
YHR066W-t26_1	429	cds	4	3	1	2	0.659418047504525		
YHR066W-t26_1	430	cds	3	9	0	2	0.6809883126860627		
YHR066W-t26_1	431	cds	0	1	2	3	0.7149596755242549		
YHR066W-t26_1	432	cds	2	4	1	3	0.7409275027122431		
YHR066W-t26_1	433	cds	1	2	0	2	0.8837047172750117		
YHR066W-t26_1	434	cds	4	6	4	1	0.6181230709501137		
YHR066W-t26_1	435	cds	1	8	3	1	0.8326225456550811		
YHR066W-t26_1	436	cds	2	3	2	2	0.8326225456550811		
YHR066W-t26_1	437	cds	2	2	3	4	0.7523178944080662		
YHR066W-t26_1	438	cds	1	2	0	2	0.6551674514534057		
YHR066W-t26_1	439	cds	1	9	0	1	0.5822059783808329		
YHR066W-t26_1	440	cds	5	15	2	6	0.2847861771827349		
YHR066W-t26_1	441	cds	0	4	1	1	0.3331433789201079		
YHR066W-t26_1	442	cds	0	5	0	1	0.47450708615683496		
YHR066W-t26_1	443	cds	1	3	1	2	0.5893425957568295		
YHR066W-t26_1	444	cds	3	1	0	3	0.6229292399270244		
YHR066W-t26_1	445	cds	0	2	1	3	0.728451814527635		
YHR066W-t26_1	446	cds	0	2	1	1	0.5896856203603422		
YHR066W-t26_1	447	cds	2	4	1	4	0.5455985259189114		
YHR066W-t26_1	448	cds	1	3	0	0	0.47158367272538626		
YHR066W-t26_1	449	cds	0	3	0	4	0.5222668056446039		
YHR066W-t26_1	450	cds	1	3	0	3	0.47973291633476056		
YHR066W-t26_1	451	cds	1	2	2	0	0.5067934888611922		
YHR066W-t26_1	452	cds	0	10	2	1	0.3833421096712648		
YHR066W-t26_1	453	cds	0	0	0	1	0.27219541650966506		
YHR066W-t26_1	454	3utr	0	0	0	0	0.11438762381913933		
YHR066W-t26_1	455	3utr	0	0	0	0	0.08118171757929486		
YHR066W-t26_1	456	3utr	0	0	0	0	0.05412114505286324		
YHR066W-t26_1	457	3utr	0	0	0	2	0.054121145052863244		
YHR066W-t26_1	458	3utr	0	0	0	0	0.05412114505286324		
YHR066W-t26_1	459	3utr	0	0	0	0	0.05412114505286324		
YHR066W-t26_1	460	3utr	0	0	0	0	0.0		
YHR066W-t26_1	461	3utr	0	0	0	0	0.0		
YHR066W-t26_1	462	3utr	0	0	0	0	0.0		
YHR066W-t26_1	463	3utr	0	0	0	0	0.0		
YHR067W-t26_1	-10	5utr	0	0	0	0	0.0		
YHR067W-t26_1	-9	5utr	0	0	0	0	0.0		
YHR067W-t26_1	-8	5utr	0	0	0	0	0.0		
YHR067W-t26_1	-7	5utr	0	0	0	0	0.0		
YHR067W-t26_1	-6	5utr	0	0	0	0	0.0		
YHR067W-t26_1	-5	5utr	0	0	0	0	0.0		
YHR067W-t26_1	-4	5utr	0	0	0	0	0.0		
YHR067W-t26_1	-3	5utr	0	0	0	0	0.08349642551935958		
YHR067W-t26_1	-2	5utr	0	0	0	0	0.08349642551935958		
YHR067W-t26_1	-1	5utr	0	1	0	1	0.21698256267362157		
YHR067W-t26_1	0	cds	1	2	0	0	0.21698256267362157		
YHR067W-t26_1	1	cds	0	0	0	1	0.21698256267362154		
YHR067W-t26_1	2	cds	0	1	0	0	0.13348613715426197		
YHR067W-t26_1	3	cds	3	3	0	0	0.180282369448702		
YHR067W-t26_1	4	cds	11	8	0	0	0.046796232294440056		
YHR067W-t26_1	5	cds	0	4	0	1	0.04679623229444006		
YHR067W-t26_1	6	cds	0	0	0	0	0.046796232294440056		
YHR067W-t26_1	7	cds	0	1	0	0	0.180282369448702		
YHR067W-t26_1	8	cds	0	0	0	0	0.13348613715426197		
YHR067W-t26_1	9	cds	0	0	0	1	0.13348613715426197		
YHR067W-t26_1	10	cds	0	0	0	0	0.23520343360102136		
YHR067W-t26_1	11	cds	0	0	0	0	0.5021757079095452		
YHR067W-t26_1	12	cds	1	3	1	1	0.3686895707552833		
YHR067W-t26_1	13	cds	0	0	0	2	0.6016879937321511		
YHR067W-t26_1	14	cds	0	3	0	0	0.6016879937321511		
YHR067W-t26_1	15	cds	0	0	1	0	0.5834671228047513		
YHR067W-t26_1	16	cds	0	0	0	0	0.41953034716692533		
YHR067W-t26_1	17	cds	0	1	0	1	0.41953034716692533		
YHR067W-t26_1	18	cds	0	2	1	0	0.18653192419005754		
YHR067W-t26_1	19	cds	0	0	0	0	0.3322739157178657		
YHR067W-t26_1	20	cds	0	0	0	0	0.24877749019850606		
YHR067W-t26_1	21	cds	0	1	1	0	0.27922812868207014		
YHR067W-t26_1	22	cds	0	2	0	0	0.2792281286820701		
YHR067W-t26_1	23	cds	0	0	0	1	0.2792281286820701		
YHR067W-t26_1	24	cds	0	1	0	0	0.13348613715426197		
YHR067W-t26_1	25	cds	0	1	0	0	0.26697227430852394		
YHR067W-t26_1	26	cds	0	1	0	0	0.13348613715426197		
YHR067W-t26_1	27	cds	0	0	0	1	0.13348613715426197		
YHR067W-t26_1	28	cds	2	1	0	0	0.13348613715426197		
YHR067W-t26_1	29	cds	0	2	0	0	0.26697227430852394		
YHR067W-t26_1	30	cds	0	0	0	0	0.13348613715426197		
YHR067W-t26_1	31	cds	0	0	0	1	0.13348613715426197		
YHR067W-t26_1	32	cds	0	0	0	0	0.13348613715426197		
YHR067W-t26_1	33	cds	0	0	0	0	0.13348613715426197		
YHR067W-t26_1	34	cds	0	0	0	0	0.0		
YHR067W-t26_1	35	cds	2	1	0	0	0.0		
YHR067W-t26_1	36	cds	0	1	0	0	0.20886682065143267		
YHR067W-t26_1	37	cds	0	1	0	0	0.20886682065143267		
YHR067W-t26_1	38	cds	1	0	1	0	0.2088668206514327		
YHR067W-t26_1	39	cds	0	0	0	0	0.20886682065143267		
YHR067W-t26_1	40	cds	1	1	0	0	0.20886682065143267		
YHR067W-t26_1	41	cds	3	0	0	0	0.0		
YHR067W-t26_1	42	cds	0	0	0	0	0.0		
YHR067W-t26_1	43	cds	0	0	0	0	0.0		
YHR067W-t26_1	44	cds	0	0	0	0	0.0		
YHR067W-t26_1	45	cds	0	1	0	0	0.0		
YHR067W-t26_1	46	cds	0	0	0	0	0.0		
YHR067W-t26_1	47	cds	0	1	0	0	0.2329984229768678		
YHR067W-t26_1	48	cds	0	0	0	0	0.36648456013112973		
YHR067W-t26_1	49	cds	0	0	1	0	0.4255141901672097		
YHR067W-t26_1	50	cds	0	0	0	1	0.4255141901672097		
YHR067W-t26_1	51	cds	0	2	0	1	0.6585126131440774		
YHR067W-t26_1	52	cds	0	3	0	0	0.4255141901672097		
YHR067W-t26_1	53	cds	0	0	1	0	0.2920280530129477		
YHR067W-t26_1	54	cds	0	1	0	0	0.3164948484962274		
YHR067W-t26_1	55	cds	0	0	0	0	0.3164948484962274		
YHR067W-t26_1	56	cds	0	1	0	1	0.0834964255193596		
YHR067W-t26_1	57	cds	0	0	0	0	0.21698256267362154		
YHR067W-t26_1	58	cds	0	1	0	0	0.21698256267362154		
YHR067W-t26_1	59	cds	0	0	0	1	0.13348613715426197		
YHR067W-t26_1	60	cds	0	0	0	0	0.6334568344396536		
YHR067W-t26_1	61	cds	0	0	0	0	0.6639812533646456		
YHR067W-t26_1	62	cds	0	0	1	2	0.6139915417297434		
YHR067W-t26_1	63	cds	1	5	0	1	0.6139915417297434		
YHR067W-t26_1	64	cds	0	1	0	1	0.6139915417297432		
YHR067W-t26_1	65	cds	0	1	0	0	0.23368184777749346		
YHR067W-t26_1	66	cds	1	0	0	0	0.5696419889836312		
YHR067W-t26_1	67	cds	1	0	0	1	0.9861162607496633		
YHR067W-t26_1	68	cds	0	0	1	1	1.1196023979039254		
YHR067W-t26_1	69	cds	0	0	1	2	1.2530885350581873		
YHR067W-t26_1	70	cds	0	0	0	1	1.2669136688793072		
YHR067W-t26_1	71	cds	0	0	0	1	0.9004291087481775		
YHR067W-t26_1	72	cds	0	0	0	1	0.40045841146278593		
YHR067W-t26_1	73	cds	1	0	0	0	0.8043669189445312		
YHR067W-t26_1	74	cds	0	0	0	0	1.2082754264262765		
YHR067W-t26_1	75	cds	1	0	2	1	1.0747892892720146		
YHR067W-t26_1	76	cds	1	0	2	1	1.3417615635805387		
YHR067W-t26_1	77	cds	0	0	0	0	1.3417615635805387		
YHR067W-t26_1	78	cds	0	0	0	2	0.863396548980611		
YHR067W-t26_1	79	cds	0	0	0	0	0.49299475538332294		
YHR067W-t26_1	80	cds	0	2	0	1	0.626480892537585		
YHR067W-t26_1	81	cds	0	1	0	2	0.35950861822906105		
YHR067W-t26_1	82	cds	0	0	0	1	0.49299475538332305		
YHR067W-t26_1	83	cds	1	0	0	0	0.7929481353466687		
YHR067W-t26_1	84	cds	0	0	0	1	0.8652772909742332		
YHR067W-t26_1	85	cds	1	0	0	3	1.3312741369279688		
YHR067W-t26_1	86	cds	1	0	0	2	1.4647602740822308		
YHR067W-t26_1	87	cds	0	0	2	1	1.4647602740822308		
YHR067W-t26_1	88	cds	0	0	0	1	1.7392340985224588		
YHR067W-t26_1	89	cds	0	0	0	1	1.5695833835544146		
YHR067W-t26_1	90	cds	0	0	1	3	1.0535968259657769		
YHR067W-t26_1	91	cds	1	1	0	1	1.0535968259657769		
YHR067W-t26_1	92	cds	0	1	0	1	1.1870829631200388		
YHR067W-t26_1	93	cds	0	0	0	1	0.553626128680385		
YHR067W-t26_1	94	cds	0	0	0	2	0.8844132484449314		
YHR067W-t26_1	95	cds	1	1	0	0	0.8009168229255718		
YHR067W-t26_1	96	cds	0	0	0	3	0.8009168229255719		
YHR067W-t26_1	97	cds	0	0	0	0	0.5339445486170479		
YHR067W-t26_1	98	cds	0	0	0	1	0.5339445486170479		
YHR067W-t26_1	99	cds	0	0	0	0	0.26697227430852394		
YHR067W-t26_1	100	cds	0	0	0	0	0.26697227430852394		
YHR067W-t26_1	101	cds	0	0	0	1	0.13348613715426197		
YHR067W-t26_1	102	cds	0	2	0	0	0.13348613715426197		
YHR067W-t26_1	103	cds	0	0	0	0	0.13348613715426197		
YHR067W-t26_1	104	cds	0	0	0	0	0.13348613715426197		
YHR067W-t26_1	105	cds	0	0	0	0	0.13348613715426197		
YHR067W-t26_1	106	cds	0	0	0	1	0.4462209797207892		
YHR067W-t26_1	107	cds	1	0	0	0	1.0796778141604428		
YHR067W-t26_1	108	cds	0	1	1	2	1.0796778141604428		
YHR067W-t26_1	109	cds	0	0	1	3	1.0796778141604428		
YHR067W-t26_1	110	cds	0	0	0	0	1.4082056381450174		
YHR067W-t26_1	111	cds	0	0	0	1	1.15450042561457		
YHR067W-t26_1	112	cds	1	0	1	1	0.5210435911749165		
YHR067W-t26_1	113	cds	0	2	0	1	0.5210435911749164		
YHR067W-t26_1	114	cds	0	0	0	0	0.44658708405673436		
YHR067W-t26_1	115	cds	0	1	0	0	0.2638012515999679		
YHR067W-t26_1	116	cds	0	2	0	1	0.33825775871815		
YHR067W-t26_1	117	cds	0	1	1	0	0.5712561816950178		
YHR067W-t26_1	118	cds	0	0	0	1	0.5712561816950177		
YHR067W-t26_1	119	cds	0	0	1	0	0.5122265516589379		
YHR067W-t26_1	120	cds	0	3	0	0	0.36648456013112973		
YHR067W-t26_1	121	cds	0	0	0	0	0.3526594263100097		
YHR067W-t26_1	122	cds	0	0	0	0	0.5201194147959277		
YHR067W-t26_1	123	cds	1	0	0	1	0.6536055519501898		
YHR067W-t26_1	124	cds	0	0	0	3	0.6536055519501898		
YHR067W-t26_1	125	cds	0	0	0	1	0.6536055519501898		
YHR067W-t26_1	126	cds	0	0	0	0	0.813292613803677		
YHR067W-t26_1	127	cds	0	0	0	0	0.6458326253177589		
YHR067W-t26_1	128	cds	0	3	2	2	0.5123464881634969		
YHR067W-t26_1	129	cds	0	0	1	0	0.812406760038155		
YHR067W-t26_1	130	cds	0	0	0	0	0.812406760038155		
YHR067W-t26_1	131	cds	2	0	1	1	0.5330586948515259		
YHR067W-t26_1	132	cds	0	0	0	0	0.3000602718746581		
YHR067W-t26_1	133	cds	0	0	0	0	0.3000602718746581		
YHR067W-t26_1	134	cds	0	0	0	0	0.08349642551935958		
YHR067W-t26_1	135	cds	0	0	0	0	0.08349642551935958		
YHR067W-t26_1	136	cds	0	1	0	1	0.21698256267362157		
YHR067W-t26_1	137	cds	0	0	0	0	0.30047898819298113		
YHR067W-t26_1	138	cds	0	0	0	1	0.43396512534724313		
YHR067W-t26_1	139	cds	0	1	0	1	0.5565396971692794		
YHR067W-t26_1	140	cds	0	0	0	1	0.5565396971692794		
YHR067W-t26_1	141	cds	0	2	2	0	0.5427145633481594		
YHR067W-t26_1	142	cds	0	0	0	0	0.5427145633481594		
YHR067W-t26_1	143	cds	1	0	0	1	0.4092284261938974		
YHR067W-t26_1	144	cds	0	1	0	1	0.20315742885250146		
YHR067W-t26_1	145	cds	0	0	0	0	0.7031281261378931		
YHR067W-t26_1	146	cds	0	0	0	0	0.5834671228047512		
YHR067W-t26_1	147	cds	0	0	1	2	0.4999706972853918		
YHR067W-t26_1	148	cds	0	0	0	0	0.4999706972853917		
YHR067W-t26_1	149	cds	0	0	0	0	0.4999706972853917		
YHR067W-t26_1	150	cds	0	0	0	0	0.4004584114627859		
YHR067W-t26_1	151	cds	0	1	0	0	0.4004584114627859		
YHR067W-t26_1	152	cds	0	0	0	3	0.40045841146278593		
YHR067W-t26_1	153	cds	0	1	0	0	0.6093252321142185		
YHR067W-t26_1	154	cds	0	0	0	0	0.6093252321142185		
YHR067W-t26_1	155	cds	1	0	1	0	0.47583909495995663		
YHR067W-t26_1	156	cds	0	0	0	0	0.6093252321142186		
YHR067W-t26_1	157	cds	0	0	0	2	0.7428113692684806		
YHR067W-t26_1	158	cds	0	0	0	1	0.6674306857713098		
YHR067W-t26_1	159	cds	0	0	0	1	0.6674306857713099		
YHR067W-t26_1	160	cds	0	0	0	1	0.40045841146278593		
YHR067W-t26_1	161	cds	0	0	0	0	0.26697227430852394		
YHR067W-t26_1	162	cds	0	0	0	0	0.6334568344396536		
YHR067W-t26_1	163	cds	0	0	0	0	0.4999706972853917		
YHR067W-t26_1	164	cds	0	0	1	2	0.7329691202622596		
YHR067W-t26_1	165	cds	1	0	0	0	0.7329691202622595		
YHR067W-t26_1	166	cds	0	0	1	0	1.0994536803933894		
YHR067W-t26_1	167	cds	0	0	0	0	0.5994829831079975		
YHR067W-t26_1	168	cds	0	0	1	1	0.5994829831079975		
YHR067W-t26_1	169	cds	0	0	0	0	0.5994829831079975		
YHR067W-t26_1	170	cds	0	0	0	0	0.9659675432391273		
YHR067W-t26_1	171	cds	0	0	1	0	0.5994829831079975		
YHR067W-t26_1	172	cds	0	0	1	1	0.7329691202622596		
YHR067W-t26_1	173	cds	0	1	0	0	0.8664552574165214		
YHR067W-t26_1	174	cds	0	0	0	1	0.6334568344396536		
YHR067W-t26_1	175	cds	0	0	0	1	0.26697227430852394		
YHR067W-t26_1	176	cds	0	0	0	0	0.26697227430852394		
YHR067W-t26_1	177	cds	0	1	0	0	0.13348613715426197		
YHR067W-t26_1	178	cds	0	0	0	0	0.0		
YHR067W-t26_1	179	cds	1	1	0	0	0.26697227430852394		
YHR067W-t26_1	180	cds	0	1	0	0	0.26697227430852394		
YHR067W-t26_1	181	cds	0	0	0	2	0.26697227430852394		
YHR067W-t26_1	182	cds	0	1	0	0	0.40045841146278593		
YHR067W-t26_1	183	cds	2	0	0	0	0.7131932540293131		
YHR067W-t26_1	184	cds	0	0	0	1	0.812705539851919		
YHR067W-t26_1	185	cds	0	1	1	2	0.9323665431850608		
YHR067W-t26_1	186	cds	0	0	1	1	0.932366543185061		
YHR067W-t26_1	187	cds	1	0	0	1	0.7988804060307989		
YHR067W-t26_1	188	cds	0	0	0	0	0.6196317006185336		
YHR067W-t26_1	189	cds	0	0	0	0	0.4823855575345716		
YHR067W-t26_1	190	cds	0	0	0	1	0.3627245542014297		
YHR067W-t26_1	191	cds	0	1	1	1	0.36272455420142974		
YHR067W-t26_1	192	cds	0	0	0	0	0.3627245542014297		
YHR067W-t26_1	193	cds	0	0	0	0	0.28826804708324766		
YHR067W-t26_1	194	cds	1	0	0	0	0.2920280530129477		
YHR067W-t26_1	195	cds	0	2	0	1	0.2920280530129477		
YHR067W-t26_1	196	cds	0	0	1	0	0.2920280530129477		
YHR067W-t26_1	197	cds	0	0	0	0	0.6924864644757336		
YHR067W-t26_1	198	cds	1	0	0	0	0.8626952514868214		
YHR067W-t26_1	199	cds	0	0	0	3	0.8589352455571214		
YHR067W-t26_1	200	cds	0	1	1	1	1.358905942842513		
YHR067W-t26_1	201	cds	0	1	1	1	1.4982485262389922		
YHR067W-t26_1	202	cds	0	0	1	2	1.2312762519304683		
YHR067W-t26_1	203	cds	1	1	0	2	1.0020378348833003		
YHR067W-t26_1	204	cds	0	0	0	1	0.9185414093639408		
YHR067W-t26_1	205	cds	0	0	0	0	0.5520568492328111		
YHR067W-t26_1	206	cds	0	1	1	0	1.0121972489443296		
YHR067W-t26_1	207	cds	0	0	0	1	0.8787111117900676		
YHR067W-t26_1	208	cds	0	0	2	1	0.8787111117900677		
YHR067W-t26_1	209	cds	0	0	0	0	0.7329691202622595		
YHR067W-t26_1	210	cds	0	1	0	0	0.5994829831079975		
YHR067W-t26_1	211	cds	2	4	0	0	0.0		
YHR067W-t26_1	212	cds	0	0	0	0	0.16699285103871916		
YHR067W-t26_1	213	cds	0	0	0	0	0.16699285103871916		
YHR067W-t26_1	214	cds	0	1	0	2	0.1669928510387192		
YHR067W-t26_1	215	cds	1	0	0	0	0.30047898819298113		
YHR067W-t26_1	216	cds	0	0	0	0	0.6836388756426166		
YHR067W-t26_1	217	cds	0	0	0	1	0.5166460246038975		
YHR067W-t26_1	218	cds	0	2	2	3	0.5166460246038976		
YHR067W-t26_1	219	cds	0	1	0	0	0.5166460246038975		
YHR067W-t26_1	220	cds	0	0	0	0	0.4666563129689952		
YHR067W-t26_1	221	cds	1	0	0	0	0.14252605555543948		
YHR067W-t26_1	222	cds	0	1	0	1	0.1425260555554395		
YHR067W-t26_1	223	cds	0	2	0	1	0.38184806222172324		
YHR067W-t26_1	224	cds	0	0	0	0	0.38184806222172324		
YHR067W-t26_1	225	cds	1	0	0	2	0.29835163670236364		
YHR067W-t26_1	226	cds	0	0	0	0	0.6397804181290696		
YHR067W-t26_1	227	cds	1	0	0	0	1.2392634012370671		
YHR067W-t26_1	228	cds	0	0	0	3	1.1334275317250455		
YHR067W-t26_1	229	cds	0	0	2	1	1.27310156431836		
YHR067W-t26_1	230	cds	0	0	0	1	1.4015800488549428		
YHR067W-t26_1	231	cds	0	3	1	1	1.001121637392157		
YHR067W-t26_1	232	cds	0	4	1	1	0.40163865428415946		
YHR067W-t26_1	233	cds	1	0	0	0	0.2681525171298975		
YHR067W-t26_1	234	cds	0	0	0	0	0.3614769075134507		
YHR067W-t26_1	235	cds	0	0	0	0	0.2329984229768678		
YHR067W-t26_1	236	cds	0	0	1	0	0.23299842297686782		
YHR067W-t26_1	237	cds	0	0	0	0	0.2920280530129477		
YHR067W-t26_1	238	cds	0	0	0	0	0.5250264759898154		
YHR067W-t26_1	239	cds	0	2	0	1	0.2920280530129477		
YHR067W-t26_1	240	cds	0	0	1	0	0.5590003273214716		
YHR067W-t26_1	241	cds	0	0	0	0	0.5590003273214715		
YHR067W-t26_1	242	cds	0	0	0	2	0.6334568344396536		
YHR067W-t26_1	243	cds	0	0	0	0	0.4004584114627859		
YHR067W-t26_1	244	cds	0	0	0	1	0.40045841146278593		
YHR067W-t26_1	245	cds	0	0	0	0	0.13348613715426197		
YHR067W-t26_1	246	cds	0	1	0	0	0.13348613715426197		
YHR067W-t26_1	247	cds	0	0	0	0	0.13348613715426197		
YHR067W-t26_1	248	cds	0	0	0	0	0.13348613715426197		
YHR067W-t26_1	249	cds	0	0	0	1	0.19251576719034186		
YHR067W-t26_1	250	cds	0	0	0	0	0.3545808958971197		
YHR067W-t26_1	251	cds	0	2	0	1	0.8130577299914552		
YHR067W-t26_1	252	cds	0	2	1	1	1.0080994168217678		
YHR067W-t26_1	253	cds	0	1	2	2	1.0080994168217678		
YHR067W-t26_1	254	cds	1	0	1	1	0.9490697867856879		
YHR067W-t26_1	255	cds	1	1	0	0	1.7869460526496934	1.7869460526496934	
YHR067W-t26_1	256	cds	0	0	0	0	1.4619553557096199	1.4619553557096199	
YHR067W-t26_1	257	cds	0	0	2	4	1.6673720803420935	1.6673720803420935	
YHR067W-t26_1	258	cds	0	0	0	1	2.667313474912876	2.667313474912876	2.667313474912876
YHR067W-t26_1	259	cds	0	0	0	4	2.667313474912876		2.667313474912876
YHR067W-t26_1	260	cds	0	0	2	4	2.167342777627485		2.167342777627485
YHR067W-t26_1	261	cds	0	0	0	0	3.3007703093525302		3.3007703093525302
YHR067W-t26_1	262	cds	0	0	1	2	3.66725486948366		3.66725486948366
YHR067W-t26_1	263	cds	0	0	2	6	3.8030131362145934		3.8030131362145934
YHR067W-t26_1	264	cds	0	0	1	5	4.069985410523117		4.069985410523117
YHR067W-t26_1	265	cds	1	0	2	6	3.732079841944503		3.732079841944503
YHR067W-t26_1	266	cds	0	0	0	2	2.5986523102194576	2.5986523102194576	2.5986523102194576
YHR067W-t26_1	267	cds	0	2	1	1	1.8317093386255423	1.8317093386255423	
YHR067W-t26_1	268	cds	0	0	0	1	0.8417516688516338		
YHR067W-t26_1	269	cds	0	0	0	1	0.7082655316973718		
YHR067W-t26_1	270	cds	0	1	1	0	0.9126849631217238		
YHR067W-t26_1	271	cds	0	0	0	1	1.1456833860985913		
YHR067W-t26_1	272	cds	0	0	1	1	1.6116802320523271		
YHR067W-t26_1	273	cds	0	0	1	1	1.465938240524519		
YHR067W-t26_1	274	cds	0	0	2	1	1.434200166453564		
YHR067W-t26_1	275	cds	0	0	0	0	1.1694329027691934		
YHR067W-t26_1	276	cds	0	3	0	2	0.8619779726741434		
YHR067W-t26_1	277	cds	1	3	1	1	0.6374753981411219		
YHR067W-t26_1	278	cds	0	2	0	1	0.6374753981411219		
YHR067W-t26_1	279	cds	0	1	2	1	0.5357273350578151		
YHR067W-t26_1	280	cds	0	0	0	0	0.4340100386110558		
YHR067W-t26_1	281	3utr	0	0	0	0	0.3749804085749759		
YHR067W-t26_1	282	3utr	0	0	0	0	0.0		
YHR067W-t26_1	283	3utr	0	0	0	0	0.0		
YHR067W-t26_1	284	3utr	0	0	0	0	0.0		
YHR067W-t26_1	285	3utr	0	0	0	0	0.0		
YHR067W-t26_1	286	3utr	0	0	0	0	0.0		
YHR067W-t26_1	287	3utr	0	0	0	0	0.0		
YHR067W-t26_1	288	3utr	0	0	0	0	0.0		
YHR067W-t26_1	289	3utr	0	0	0	0	0.0		
YHR067W-t26_1	290	3utr	0	0	0	0	0.0		
YHR068W-t26_1	-10	5utr	0	0	0	0	0.0		
YHR068W-t26_1	-9	5utr	0	0	0	0	0.0		
YHR068W-t26_1	-8	5utr	0	0	0	0	0.0		
YHR068W-t26_1	-7	5utr	0	0	0	0	0.0		
YHR068W-t26_1	-6	5utr	0	0	0	0	0.0		
YHR068W-t26_1	-5	5utr	0	0	0	0	0.0		
YHR068W-t26_1	-4	5utr	0	0	0	0	0.0		
YHR068W-t26_1	-3	5utr	1	1	0	0	0.08987599220757353		
YHR068W-t26_1	-2	5utr	0	0	0	0	0.11621995022109002		
YHR068W-t26_1	-1	5utr	24	39	18	11	0.13738512268719402		
YHR068W-t26_1	0	cds	49	148	12	14	0.16360526687687355		
YHR068W-t26_1	1	cds	9	40	0	6	0.20866899672077777		
YHR068W-t26_1	2	cds	10	9	2	0	0.1734180939444766		
YHR068W-t26_1	3	cds	11	25	5	3	0.22635737876746764		
YHR068W-t26_1	4	cds	14	38	5	11	0.25050114478534913		
YHR068W-t26_1	5	cds	10	14	3	9	0.3208330005427651		
YHR068W-t26_1	6	cds	10	19	1	8	0.3013746103260906		
YHR068W-t26_1	7	cds	8	59	7	16	0.2903453955742764		
YHR068W-t26_1	8	cds	13	54	3	5	0.23355824179721996		
YHR068W-t26_1	9	cds	14	27	3	8	0.2449135592744951		
YHR068W-t26_1	10	cds	24	43	3	6	0.29917055883689636		
YHR068W-t26_1	11	cds	24	30	9	7	0.41259184870139887		
YHR068W-t26_1	12	cds	9	5	6	2	0.47946609285933584		
YHR068W-t26_1	13	cds	4	20	7	6	0.4623976134700646		
YHR068W-t26_1	14	cds	4	14	5	4	0.49674524010818		
