gene_id	SRR1944912.genes.results	SRR1944913.genes.results	SRR1944914.genes.results	SRR1944915.genes.results	SRR1944916.genes.results	SRR1944917.genes.results
YER056C-A	2384.73	2358.3	2424.1	2106.63	2021.0	2212.09
YER057C	256.38	262.22	286.51	220.69	233.34	232.69
YER058W	11.73	11.82	16.23	15.45	9.6	11.68
YER059W	15.65	18.11	16.72	17.85	17.38	20.75
YER060W	7.27	7.84	8.22	6.14	5.93	4.78
YER060W-A	0.15	0.27	0.5	1.09	0.96	1.04
YER061C	8.23	9.42	8.88	8.61	8.78	7.25
YER062C	64.87	63.14	73.71	89.25	82.36	74.32
YER063W	92.92	98.37	95.33	92.4	82.34	87.44
YER064C	57.2	65.05	52.62	80.39	75.56	60.85
YER065C	0.95	0.82	1.09	1.07	1.27	1.19
YER066W	0.0	0.0	0.0	0.0	0.0	0.0
YER067W	13.19	13.02	9.88	17.0	15.5	10.4
YER068W	32.8	34.32	35.75	30.52	29.99	28.87
YER069W	10.46	9.93	11.0	10.71	11.64	10.23
YER070W	119.32	119.36	138.69	141.66	138.71	136.82
YER071C	25.91	31.31	26.78	34.43	29.0	31.46
YER072W	878.82	859.88	915.01	817.11	783.57	517.11
YER073W	79.0	80.8	75.64	139.72	140.89	138.24
YER074W	3994.93	3810.63	3543.85	3628.66	3699.24	3670.0
YER074W-A	132.26	132.23	144.65	203.16	178.11	171.37
YER075C	8.61	8.59	7.82	7.88	7.26	8.37
YER076C	2.55	2.84	3.97	3.66	3.67	3.28
YER077C	4.81	6.54	6.99	5.66	5.94	5.24
YER078C	12.29	13.47	13.5	14.72	16.43	14.43
YER078W-A	0.53	0.89	0.41	0.44	1.23	0.45
YER079W	17.56	21.46	16.36	16.71	16.83	14.99
YER080W	52.65	59.29	56.48	64.18	61.21	64.05
YER081W	8.83	6.6	5.7	26.36	25.56	23.86
YER082C	40.42	40.06	43.57	34.22	34.23	35.13
YER083C	71.21	70.47	69.38	84.28	86.42	87.16
YER084W	1.62	1.05	0.97	1.98	1.61	0.63
YER085C	0.19	0.32	0.29	0.16	0.35	0.16
YER086W	122.34	119.39	134.55	121.76	126.99	135.84
YER087C-B	379.96	378.68	399.5	369.65	361.87	380.61
YER087W	6.82	7.67	9.01	6.72	6.5	7.44
YER088C	34.53	32.17	28.66	44.51	43.65	41.15
YER089C	54.14	55.03	58.36	45.4	44.69	51.16
YER090W	146.59	151.42	142.26	230.07	221.88	202.43
YER091C	230.97	228.69	190.31	178.64	172.32	151.66
YER092W	57.67	49.81	60.89	64.9	60.2	73.52
YER093C	3.03	3.01	3.86	4.15	3.99	3.42
YER093C-A	8.31	8.94	10.02	12.61	10.03	10.9
YER094C	155.3	155.27	166.64	231.58	229.05	253.14
YER095W	25.61	27.95	29.75	33.39	28.44	34.88
YER096W	0.76	1.28	0.98	1.41	1.37	1.12
YER098W	1.52	1.96	1.98	2.01	1.86	1.38
YER099C	40.41	43.19	45.61	58.09	56.98	49.9
YER100W	97.35	100.6	93.05	119.38	122.6	110.64
YER101C	9.79	9.94	9.06	12.09	11.59	11.37
YER102W	2917.01	2828.99	2697.56	2875.28	2781.22	2697.01
YER103W	12.68	12.34	12.28	27.68	21.31	17.51
YER104W	12.26	11.96	12.32	12.96	13.05	11.65
YER105C	21.16	21.31	22.24	23.38	22.48	22.23
YER106W	0.33	0.14	0.09	0.46	0.26	0.47
YER107C	41.77	43.18	45.08	46.75	42.43	46.86
YER109C	2.28	2.52	2.43	3.2	3.62	3.59
YER110C	270.62	275.63	267.92	249.99	236.17	249.74
YER111C	11.16	11.68	10.07	11.28	10.17	10.73
YER112W	81.99	89.79	102.07	83.59	82.32	79.07
YER113C	12.0	11.36	13.59	10.43	10.74	11.24
YER114C	25.15	27.43	20.93	31.78	26.73	28.17
YER115C	6.6	6.05	6.95	4.3	6.4	4.79
YER116C	9.37	10.47	11.46	9.25	9.13	11.01
YER117W	3466.16	3533.58	3873.66	3477.66	3422.56	3718.12
YER118C	37.93	37.94	38.41	38.33	36.76	39.48
YER119C	17.53	18.11	18.58	22.8	21.33	24.01
YER120W	419.94	420.35	423.41	493.33	487.45	503.81
YER121W	0.97	1.63	1.94	2.43	2.04	2.58
YER122C	114.22	113.61	110.32	154.82	139.81	139.6
YER123W	19.51	19.87	22.1	17.96	22.0	19.67
YER124C	93.18	94.76	104.69	117.44	122.83	115.05
YER125W	83.59	85.57	87.83	95.8	93.46	98.95
YER126C	145.73	145.39	148.23	165.42	161.61	162.22
YER127W	47.82	48.86	48.33	55.75	53.12	50.11
YER128W	9.31	12.71	13.11	7.85	5.6	8.22
YER129W	5.08	5.69	5.78	5.87	5.72	5.77
YER130C	11.11	10.84	11.47	13.73	12.91	12.14
YER131W	1737.47	1725.13	1665.19	1541.6	1518.41	1473.81
YER132C	3.03	3.15	3.44	3.6	3.2	3.99
YER133W	213.76	222.06	265.54	238.58	238.25	243.16
YER134C	44.36	44.49	43.97	39.99	44.76	49.8
YER135C	0.12	0.0	0.77	0.41	0.57	0.83
YER136W	112.07	117.28	130.69	129.71	118.3	125.32
YER137C	7.08	8.05	9.84	10.83	9.03	11.43
YER137C-A	0.0	0.0	0.06	0.03	0.02	0.0
YER138C	0.0	0.0	0.0	0.0	0.0	0.0
YER138W-A	26.05	27.98	17.95	11.85	15.57	13.04
YER139C	13.16	11.48	13.32	15.58	15.9	16.21
YER140W	6.45	6.83	6.52	6.57	5.97	7.5
YER141W	36.6	42.16	40.84	48.0	47.24	46.36
YER142C	8.47	9.48	12.66	17.18	13.78	15.76
YER143W	31.83	31.41	30.19	46.58	45.88	43.67
YER144C	5.93	5.8	6.19	5.72	6.62	6.07
YER145C	181.82	175.46	194.4	212.48	198.34	231.63
YER145C-A	1.21	2.05	0.0	3.29	1.97	2.53
YER146W	180.53	173.77	191.36	203.37	205.2	199.23
YER147C	4.64	4.29	4.97	5.8	5.28	5.54
YER148W	111.09	121.94	119.34	138.32	122.13	134.21
YER149C	13.4	14.49	14.65	16.34	17.12	17.68
YER150W	8.28	9.51	8.48	11.02	10.24	11.62
YER151C	31.49	32.78	29.01	35.75	32.19	32.17
YER152C	15.7	18.76	18.67	22.44	23.57	25.96
YER153C	3.6	4.23	4.79	2.9	3.68	4.43
YER154W	27.37	26.51	27.77	25.68	24.63	28.82
YER155C	22.41	23.91	23.15	23.74	21.36	24.09
YER156C	97.51	95.74	102.08	116.83	118.24	121.89
YER157W	11.68	10.67	10.67	10.82	10.05	10.04
YER158C	3.59	3.37	3.33	2.78	2.35	2.76
YER159C	52.29	53.89	60.12	60.07	65.93	64.77
YER159C-A	0.57	0.0	0.48	0.0	0.0	0.23
YER160C	0.06	0.06	0.0	0.0	0.0	0.0
YER161C	18.04	21.71	21.81	23.08	20.66	23.1
YER162C	3.7	4.3	4.52	4.87	4.18	4.87
YER163C	20.82	23.18	23.76	26.64	26.28	27.99
YER164W	23.91	24.53	23.98	20.33	19.74	19.13
YER165W	907.1	915.49	841.55	904.4	874.86	864.84
YER166W	16.71	17.72	18.28	18.15	16.86	17.62
YER167W	10.52	11.78	10.15	10.31	10.08	10.81
YER168C	24.66	25.28	29.27	26.93	24.26	24.26
YER169W	8.79	8.99	9.53	9.63	9.16	8.86
YER170W	17.48	14.37	15.78	19.39	17.93	20.13
YER171W	12.77	15.29	13.55	15.84	14.84	14.86
YER172C	10.01	11.2	9.26	12.22	10.36	10.44
YER173W	2.28	2.67	2.66	2.96	3.22	2.63
YER174C	24.74	30.76	26.88	23.18	25.92	24.83
YER175C	9.0	9.16	9.84	6.36	6.7	7.28
YER175W-A	0.0	0.67	0.0	0.22	0.49	0.45
YER176W	14.96	15.26	15.6	22.14	21.15	21.67
YER177W	852.88	903.12	886.2	1034.95	982.52	1050.28
YER178W	519.51	513.15	557.48	543.88	549.75	619.37
YER179W	1.31	1.27	2.03	0.97	1.71	1.61
YER180C	0.0	0.26	0.0	0.05	0.11	0.21
YER180C-A	23.78	19.67	21.63	26.36	24.76	18.33
YER181C	0.0	0.0	0.0	0.0	0.0	0.25
YER182W	12.98	15.52	13.76	15.51	13.84	17.71
YER183C	32.7	31.72	33.3	33.21	38.04	39.22
YER184C	0.71	0.69	0.91	0.56	0.22	0.22
YER185W	0.17	0.14	0.17	0.6	0.61	0.28
YER186C	0.11	0.09	0.09	0.09	0.15	0.09
YER187W	0.34	0.0	0.0	0.1	0.42	0.77
YER188C-A	0.0	0.0	0.0	0.0	0.0	0.0
YER188W	2.01	1.11	1.08	0.93	1.72	1.76
YER189W	0.0	0.11	0.1	0.11	0.06	0.0
YER190C-B	0.0	0.0	0.0	0.0	0.0	0.0
YER190W	0.0	0.0	0.0	0.0	0.0	0.0
YFL001W	15.27	15.85	16.39	17.15	18.9	16.57
YFL002C	18.3	17.59	18.9	19.55	18.41	17.96
YFL002W-A	0.05	0.09	0.11	0.02	0.03	0.02
YFL002W-B	3.4	4.06	3.53	2.15	2.21	2.13
YFL003C	0.39	0.25	0.43	0.24	0.57	0.49
YFL004W	90.85	96.89	97.23	92.58	83.26	74.0
YFL005W	172.13	187.24	184.59	234.41	233.19	215.22
YFL007W	17.1	18.41	19.67	19.43	19.66	19.91
YFL008W	12.98	15.3	13.19	15.21	12.36	12.31
YFL009W	20.64	24.49	20.88	25.41	22.2	25.97
YFL010C	276.05	277.75	311.67	218.17	220.64	254.43
YFL010W-A	1.84	0.61	0.99	2.16	0.59	1.52
YFL011W	0.09	0.03	0.24	0.23	0.2	0.11
YFL012W	0.33	0.82	1.02	0.82	1.0	0.74
YFL013C	16.55	17.05	15.09	21.32	17.63	18.97
YFL014W	28.13	13.32	16.41	60.04	62.63	75.75
YFL015C	0.0	0.08	0.0	0.08	0.09	0.0
YFL016C	29.83	33.12	39.04	45.76	46.91	46.33
YFL017C	46.56	53.9	60.62	55.78	50.98	61.92
YFL017W-A	111.23	112.03	131.74	120.72	128.67	145.3
YFL018C	126.21	136.2	144.22	178.8	170.24	162.79
YFL019C	0.41	0.23	0.42	0.11	0.0	0.0
YFL020C	0.13	0.55	1.13	0.52	1.38	0.95
YFL021W	8.82	9.08	9.07	10.68	10.79	12.1
YFL022C	240.1	244.45	237.41	215.42	209.06	210.28
YFL023W	15.19	16.95	15.22	21.52	17.62	19.43
YFL024C	7.34	8.24	8.33	9.65	8.57	8.72
YFL025C	6.1	7.23	6.62	6.8	6.19	5.78
YFL026W	173.7	193.58	194.07	237.87	241.62	255.42
YFL027C	5.26	5.56	5.58	7.85	6.82	7.21
YFL028C	27.1	25.86	31.67	35.93	36.25	38.41
YFL029C	11.57	9.76	13.03	14.87	15.84	13.15
YFL030W	1.4	1.21	1.43	1.06	1.13	1.11
YFL031W	8.28	8.24	8.89	5.53	5.96	6.36
YFL033C	4.39	4.83	3.76	5.76	5.75	6.9
YFL034C-A	261.43	272.49	275.0	147.2	152.26	142.2
YFL034C-B	27.57	31.02	30.61	40.3	39.92	36.5
YFL034W	8.27	8.6	7.5	9.9	8.53	9.46
YFL036W	10.56	12.45	11.44	13.04	13.1	14.27
YFL037W	221.82	220.98	232.14	214.35	210.46	216.61
YFL038C	321.23	314.82	314.97	352.1	361.24	361.55
YFL039C	2125.68	2098.91	2191.77	1926.62	1945.07	2127.17
YFL040W	0.54	0.37	0.34	0.24	0.38	0.27
YFL041W	38.27	39.14	33.77	51.31	50.84	54.83
YFL041W-A	0.0	0.0	0.0	0.0	0.0	0.0
YFL042C	9.44	8.33	9.38	10.75	10.03	12.97
YFL044C	27.39	25.47	31.4	43.97	41.71	41.91
YFL045C	677.42	687.63	648.07	558.97	553.06	501.16
YFL046W	20.59	20.36	23.15	22.19	23.58	20.04
YFL047W	9.07	11.09	13.03	13.28	12.47	13.38
YFL048C	71.6	79.83	72.69	99.28	95.2	90.45
YFL049W	11.43	12.66	11.03	15.57	14.81	15.21
YFL050C	0.04	0.0	0.0	0.02	0.02	0.07
YFL051C	0.0	0.09	0.0	0.0	0.0	0.0
YFL052W	0.25	0.15	0.23	0.55	0.37	0.18
YFL053W	0.06	0.07	0.09	0.14	0.11	0.29
YFL054C	1.61	1.82	1.6	1.61	1.43	1.7
YFL055W	0.27	0.59	0.71	0.51	0.51	0.67
YFL056C	0.88	0.6	0.85	3.28	3.25	3.78
YFL058W	0.17	0.0	0.18	0.19	0.64	0.0
YFL059W	2.49	2.0	2.48	3.36	3.54	2.87
YFL060C	0.0	0.73	0.69	0.0	0.0	0.94
YFL061W	0.04	0.12	0.06	0.37	0.61	0.12
YFL062W	0.0	0.39	0.0	0.23	0.0	0.6
YFL064C	0.19	0.0	0.15	0.0	0.0	0.32
YFL065C	0.0	0.0	0.0	0.0	0.0	0.0
YFL066C	0.0	0.0	0.0	0.0	0.0	0.0
YFL067W	0.0	0.0	0.0	0.0	0.0	0.0
YFL068W	0.0	0.0	0.0	0.0	0.0	0.0
YFR001W	78.74	86.42	93.75	70.25	69.06	67.23
YFR002W	26.87	29.39	27.22	36.24	34.65	35.07
YFR003C	46.33	41.79	49.24	62.96	62.5	67.83
YFR004W	112.04	120.68	131.28	203.15	196.21	201.98
YFR005C	17.3	16.43	15.58	20.93	20.01	19.48
YFR006W	53.61	65.29	61.0	90.33	85.45	86.07
YFR007W	7.38	7.96	9.27	10.27	9.74	11.36
YFR008W	10.37	11.29	9.67	13.0	12.03	10.98
YFR009W	88.85	86.67	99.27	119.77	115.04	122.91
YFR010W	80.99	89.06	88.33	128.73	118.63	120.42
YFR011C	48.04	51.03	66.33	76.31	72.93	76.13
YFR012W	1.22	0.48	0.51	0.54	0.67	0.83
YFR012W-A	0.0	0.0	0.0	0.37	0.0	0.0
YFR013W	13.76	14.78	16.78	14.62	14.55	16.86
YFR014C	10.55	13.67	12.4	17.6	18.31	16.04
YFR015C	3.71	4.34	3.34	4.64	4.58	4.36
YFR016C	12.84	15.91	11.07	15.27	12.25	12.87
YFR017C	4.12	3.46	1.83	4.36	5.04	4.98
YFR018C	16.46	16.51	18.98	17.71	18.02	19.83
YFR019W	4.12	4.65	3.97	4.64	4.23	5.05
YFR020W	4.85	3.53	3.66	3.52	3.88	3.74
YFR021W	14.05	13.79	14.42	15.77	15.16	16.58
YFR022W	0.86	0.92	0.98	0.88	0.99	0.83
YFR023W	0.25	0.23	0.17	0.21	0.28	0.42
YFR024C-A	97.17	97.01	102.91	139.06	132.15	131.23
YFR025C	17.49	18.3	23.17	19.97	21.18	23.72
YFR026C	0.1	0.16	0.6	0.24	0.71	0.33
YFR027W	7.06	7.28	9.24	9.62	10.06	9.74
YFR028C	23.57	27.08	30.45	26.92	28.9	28.12
YFR029W	5.36	4.95	4.62	5.07	5.98	6.51
YFR030W	9.55	10.0	10.09	9.56	8.14	10.62
YFR031C	3.88	4.88	4.85	5.09	4.38	4.02
YFR031C-A	2396.45	2373.66	2382.1	2177.27	2200.06	2320.25
YFR032C	0.23	0.19	0.27	0.92	0.96	1.17
YFR032C-A	4292.77	4171.43	4358.24	3430.29	3875.93	4250.37
YFR032C-B	7.94	5.04	8.8	5.61	6.51	9.28
YFR033C	31.68	45.56	36.88	48.19	49.9	41.75
YFR034C	46.1	46.42	40.86	41.58	38.91	44.66
YFR035C	0.0	0.4	0.83	1.34	0.0	2.31
YFR035W-A	29.27	27.78	31.54	41.69	41.0	39.5
YFR036W	31.68	30.15	33.17	28.83	29.08	31.71
YFR037C	63.14	67.1	61.35	67.98	62.57	64.57
YFR038W	9.94	11.09	9.84	11.78	11.31	11.33
YFR039C	14.34	14.34	13.31	13.52	13.0	14.63
YFR040W	11.4	11.36	13.91	14.01	13.04	14.27
YFR041C	23.79	27.64	34.75	21.83	20.35	25.29
YFR042W	25.29	25.72	33.38	34.52	39.72	36.82
YFR043C	13.42	12.44	9.36	12.15	12.36	11.23
YFR044C	233.0	232.08	260.15	307.06	297.48	339.27
YFR045W	6.72	8.46	9.11	8.78	8.03	8.34
YFR046C	4.05	5.56	4.86	5.49	4.46	4.65
YFR047C	44.52	47.86	51.95	51.98	55.63	54.32
YFR048W	8.37	9.91	8.86	10.06	9.75	10.54
YFR049W	66.54	70.08	68.04	70.08	67.05	60.61
YFR050C	179.7	178.5	202.15	236.75	238.53	251.47
YFR051C	90.85	90.36	89.41	90.89	96.89	97.21
YFR052W	135.07	139.38	145.35	189.29	198.95	187.32
YFR053C	30.34	38.38	34.39	48.21	47.66	51.83
YFR054C	0.26	0.0	0.0	0.07	0.0	0.0
YFR055W	84.6	89.38	83.04	112.57	111.74	113.51
YFR057W	0.0	0.0	0.0	0.0	0.0	0.0
YGL001C	74.5	71.34	85.92	89.71	82.78	87.05
YGL002W	23.59	23.14	27.82	24.05	24.41	27.51
YGL003C	6.73	7.67	5.75	7.06	6.84	7.37
YGL004C	9.44	10.55	10.41	10.7	9.48	10.48
YGL005C	12.55	14.56	15.54	13.99	11.84	11.42
YGL006W	7.15	7.1	7.5	8.55	7.02	7.82
YGL006W-A	5.5	0.92	1.15	1.53	2.03	0.62
YGL007C-A	0.88	0.74	2.07	0.74	3.67	3.01
YGL007W	0.51	0.21	0.2	0.32	0.59	0.22
YGL008C	2724.55	2825.04	2784.71	2831.14	2635.37	2850.94
YGL009C	270.54	296.81	270.15	353.24	336.98	340.64
YGL010W	15.26	15.57	15.46	25.28	22.61	22.98
YGL011C	177.86	185.17	202.24	283.98	280.36	282.36
YGL012W	170.35	181.67	189.11	173.7	160.57	167.41
YGL013C	9.55	11.14	11.23	12.48	12.23	13.42
YGL014W	38.43	41.51	34.71	35.98	32.0	37.24
YGL015C	0.0	0.0	0.0	0.0	0.23	0.0
YGL016W	22.86	26.48	24.0	28.86	29.46	28.13
YGL017W	9.24	9.52	12.13	12.74	12.18	13.0
YGL018C	16.79	18.13	23.11	17.6	17.44	16.84
YGL019W	53.8	53.29	54.72	54.74	57.68	54.17
YGL020C	58.12	58.8	61.43	61.65	62.57	66.98
YGL021W	15.45	14.7	17.12	16.62	16.3	14.79
YGL022W	95.26	95.38	103.05	99.8	95.33	110.82
YGL023C	15.62	15.65	12.2	17.84	14.88	15.2
YGL025C	13.98	13.78	13.76	17.51	17.34	18.47
YGL026C	238.33	237.61	240.2	371.43	352.7	382.36
YGL027C	37.83	41.9	42.51	48.85	46.88	48.0
YGL028C	106.3	117.19	96.89	123.37	124.22	114.72
YGL029W	57.35	67.36	69.8	78.64	68.09	67.6
YGL030W	4987.38	4907.26	5006.78	4607.16	4416.1	4716.77
YGL031C	2866.32	2897.26	2895.91	3065.05	2991.17	3127.52
YGL032C	73.43	99.16	105.66	147.39	148.77	155.3
YGL033W	1.31	1.29	1.08	0.71	1.06	0.91
YGL034C	0.0	0.0	0.0	0.0	0.0	0.0
YGL035C	31.01	34.16	31.13	36.16	37.53	34.38
YGL036W	6.98	7.74	7.98	7.15	6.91	7.97
YGL037C	140.53	158.59	164.87	191.15	189.48	198.77
YGL038C	22.43	22.48	24.35	23.41	26.09	24.06
YGL039W	67.32	60.1	60.14	64.94	68.19	65.08
YGL040C	98.76	98.78	110.56	112.02	108.66	126.57
YGL041C-B	2.98	0.0	0.0	0.0	1.36	0.0
YGL041W-A	35.98	40.81	43.82	42.55	38.98	38.92
YGL043W	80.33	90.44	94.46	92.5	88.48	91.16
YGL044C	29.25	30.3	32.79	38.6	36.15	33.71
YGL045W	2.45	2.95	3.32	3.59	2.48	3.34
YGL047W	17.73	18.92	23.82	18.29	22.34	19.27
YGL048C	140.33	144.42	137.68	165.71	143.81	150.53
YGL049C	38.29	46.24	39.49	44.04	34.78	40.03
YGL050W	24.9	26.55	27.27	31.22	30.59	27.05
YGL051W	0.31	0.87	0.25	0.52	0.7	1.2
YGL053W	10.3	12.66	10.64	13.26	13.73	12.0
YGL054C	249.64	283.69	301.62	292.38	282.99	263.5
YGL055W	303.54	305.18	262.82	262.8	265.26	253.82
YGL056C	28.46	30.97	32.51	35.29	33.16	36.94
YGL057C	9.02	9.67	10.51	11.18	11.84	14.17
YGL058W	104.69	97.53	116.43	126.21	129.71	136.66
YGL059W	2.73	2.58	2.63	3.35	3.53	3.68
YGL060W	12.58	11.01	13.83	16.07	15.7	16.59
YGL061C	16.39	20.87	21.65	16.51	17.76	18.52
YGL062W	32.43	37.22	38.97	42.62	42.94	51.97
YGL063W	1.64	1.91	1.49	2.21	1.59	2.31
YGL064C	5.94	7.99	7.74	6.82	7.87	7.79
YGL065C	25.64	26.15	24.26	28.73	27.38	23.27
YGL066W	12.58	14.61	14.12	15.13	14.66	16.64
YGL067W	30.64	31.22	30.75	38.23	34.65	35.77
YGL068W	125.08	120.65	127.54	124.25	128.57	152.32
YGL070C	104.79	116.19	108.5	138.17	131.5	124.56
YGL071W	15.54	14.61	14.32	16.85	15.56	16.39
YGL073W	9.91	11.99	10.78	15.68	13.8	17.47
YGL075C	6.23	5.78	7.05	5.68	6.7	6.11
YGL076C	4360.63	4270.97	4060.14	4165.28	4233.02	3839.27
YGL077C	60.24	64.32	57.79	60.78	59.21	60.72
YGL078C	92.03	101.53	101.85	113.99	109.8	111.55
YGL079W	16.87	16.78	13.79	14.67	15.9	14.21
YGL080W	67.66	68.37	78.44	58.91	65.08	63.22
YGL081W	2.09	2.02	2.45	1.01	0.68	0.89
YGL082W	28.44	28.9	33.81	29.46	29.54	30.74
YGL083W	9.7	11.15	10.7	12.25	11.88	11.51
YGL084C	30.92	32.47	30.59	32.87	32.25	32.96
YGL085W	4.87	6.13	5.21	5.34	5.71	8.13
YGL086W	10.52	9.81	9.91	11.04	8.68	8.41
YGL087C	76.64	73.39	82.2	87.72	91.34	87.77
YGL088W	0.26	0.22	1.02	0.11	0.0	0.44
YGL089C	0.0	0.22	0.21	0.55	0.37	0.0
YGL090W	2.09	2.29	2.06	2.08	1.92	2.51
YGL091C	27.92	24.22	27.94	39.62	37.36	40.21
YGL092W	34.5	37.68	34.68	39.11	33.9	36.18
YGL093W	7.91	9.45	7.16	11.31	8.81	9.73
YGL094C	6.19	7.12	8.2	7.39	6.97	6.93
YGL095C	11.62	14.59	14.32	13.61	13.31	14.51
YGL096W	1.75	1.72	1.32	1.36	1.28	1.02
YGL097W	78.57	77.74	91.49	87.01	87.24	95.91
YGL098W	18.68	19.27	19.92	14.94	15.78	15.58
YGL099W	66.52	70.94	64.89	75.72	71.47	62.14
YGL100W	52.68	48.37	58.25	63.67	62.95	67.43
YGL101W	49.15	53.96	48.12	43.83	39.98	39.18
YGL103W	6372.98	6107.99	6392.31	5541.87	6014.87	5850.18
YGL104C	4.74	5.45	4.45	5.19	4.66	5.6
YGL105W	548.74	560.08	502.07	697.26	675.28	657.53
YGL106W	282.19	284.04	284.28	340.98	351.04	357.53
YGL107C	12.46	13.79	15.41	15.31	14.73	15.44
YGL108C	17.09	18.97	22.87	23.1	21.14	23.3
YGL110C	9.42	10.14	11.39	10.57	9.0	10.66
YGL111W	44.37	49.68	48.0	37.27	34.07	35.5
YGL112C	31.49	33.11	33.04	39.63	39.22	39.55
YGL113W	2.15	2.23	1.91	2.05	2.42	2.25
YGL114W	11.22	11.34	13.94	13.81	13.43	15.21
YGL115W	51.38	51.94	55.76	51.91	48.91	54.67
YGL116W	13.66	17.33	14.56	19.63	16.87	18.13
YGL117W	3.01	3.8	5.28	7.66	9.2	7.65
YGL118C	0.11	0.19	0.35	0.19	0.51	1.13
YGL119W	11.52	13.4	13.6	14.8	12.42	14.14
YGL120C	93.72	96.44	97.15	135.33	131.11	139.3
YGL121C	3.29	2.87	4.33	3.38	3.15	4.07
YGL122C	72.51	76.32	64.91	78.44	70.17	72.63
YGL123W	4115.66	4101.09	3955.52	3802.55	3954.17	3774.0
YGL124C	4.82	5.14	6.35	6.62	6.19	7.07
YGL125W	7.83	6.75	8.48	7.57	7.48	6.43
YGL126W	13.12	13.0	15.53	15.42	16.17	19.72
YGL127C	42.66	40.67	38.12	36.91	42.21	41.01
YGL128C	6.66	8.61	8.26	8.72	9.67	7.38
YGL129C	20.31	20.91	21.72	18.83	21.48	21.43
YGL130W	27.67	29.46	30.61	35.24	34.8	32.93
YGL131C	1.63	1.67	2.2	1.7	1.9	1.89
YGL133W	6.54	6.9	5.91	8.41	7.25	6.78
YGL134W	3.79	3.21	4.56	4.99	3.24	4.56
YGL135W	3260.15	3250.52	3119.53	2514.09	2720.23	2634.74
YGL136C	3.3	2.81	4.73	3.11	3.67	2.66
YGL137W	149.68	156.12	168.63	216.76	209.75	205.53
YGL138C	0.05	0.04	0.08	0.08	0.04	0.16
YGL139W	20.1	22.77	21.85	21.68	21.87	23.69
YGL140C	11.78	13.06	14.2	13.13	13.36	13.42
YGL141W	6.91	7.29	8.76	7.98	7.18	8.53
YGL142C	10.12	9.45	9.6	9.48	9.83	10.15
YGL143C	7.4	6.39	7.19	7.52	6.33	8.57
YGL144C	2.02	2.24	3.57	2.85	3.35	2.7
YGL145W	12.11	14.18	15.35	15.68	14.07	15.07
YGL146C	1.02	1.13	1.51	1.66	1.54	1.09
YGL147C	3743.76	3713.03	3660.41	3302.39	3522.4	3347.13
YGL148W	305.21	294.51	292.84	278.69	293.07	315.21
YGL149W	4.89	6.86	4.37	5.19	5.9	4.63
YGL150C	9.79	9.58	10.51	10.84	9.16	9.91
YGL151W	10.7	12.12	12.49	14.42	13.36	13.46
YGL153W	16.94	17.58	19.71	14.65	15.97	15.41
YGL154C	2.82	3.81	3.53	5.27	4.29	4.87
YGL155W	12.95	15.09	16.18	15.01	16.59	16.51
YGL156W	1.65	1.5	3.48	1.46	1.33	2.12
YGL157W	50.07	51.65	65.59	52.29	51.48	62.56
YGL158W	0.17	0.03	0.05	0.08	0.21	0.17
YGL159W	13.29	13.49	14.81	15.06	13.96	13.47
YGL160W	12.45	13.29	12.82	11.95	12.15	11.96
YGL161C	44.98	47.44	49.27	70.55	62.83	65.94
YGL162W	9.34	9.63	10.01	9.58	9.38	11.35
YGL163C	5.67	4.97	6.03	6.79	5.71	6.48
YGL164C	9.92	10.65	8.68	13.5	12.61	12.42
YGL166W	15.79	18.99	15.78	17.43	17.72	16.9
YGL167C	42.67	46.31	44.65	47.44	44.13	46.09
YGL168W	0.81	0.68	0.37	0.48	0.25	1.48
YGL169W	23.85	22.66	23.84	28.85	27.15	28.31
YGL170C	0.08	0.17	0.13	0.17	0.11	0.28
YGL171W	40.84	44.37	41.92	51.17	45.81	47.92
YGL172W	52.74	52.79	44.15	66.34	60.28	61.24
YGL173C	100.61	111.11	110.11	98.53	89.88	94.51
YGL174W	12.14	12.03	12.18	8.84	8.76	8.68
YGL175C	1.7	2.37	3.03	2.85	2.78	3.38
YGL176C	2.24	2.22	3.15	2.36	2.4	2.23
YGL178W	12.2	12.34	13.4	13.33	12.71	14.46
YGL179C	4.53	4.44	4.35	5.69	4.42	4.06
YGL180W	4.16	4.57	5.59	6.9	5.86	6.81
YGL181W	41.08	45.95	47.68	50.33	49.69	53.2
YGL183C	0.0	0.13	0.23	0.0	0.35	0.0
YGL184C	1.24	1.53	1.64	1.58	1.71	1.91
YGL185C	9.16	10.6	10.87	16.05	14.82	14.36
YGL186C	38.47	39.52	35.32	49.18	42.64	48.3
YGL187C	87.54	111.18	86.62	108.4	119.42	84.43
YGL188C-A	15.75	14.75	12.76	28.35	26.28	23.16
YGL189C	4662.21	4657.95	4343.26	3836.66	3924.63	3638.42
YGL190C	23.38	25.33	26.34	31.63	29.36	26.09
YGL191W	169.19	172.81	156.26	239.09	235.16	200.22
YGL192W	0.0	0.0	0.0	0.0	0.0	0.0
YGL193C	0.0	0.0	0.0	0.0	0.0	0.0
YGL194C	14.46	15.6	15.86	18.75	18.35	18.62
YGL194C-A	21.48	19.79	26.07	17.31	17.53	15.79
YGL195W	78.65	83.06	78.49	104.01	94.7	95.89
YGL196W	19.47	20.5	18.75	18.52	18.63	18.63
YGL197W	7.26	7.47	8.61	8.82	8.0	8.9
