name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	IstringexonFrames	utr5_length	cds_length	utr3_length	gene_length	rep_transcript	modified
rna-NM_001180216.1	NC_001136.10	+	174887	176516	174917	176486	1	174887,	176516,	0	gene-YDL156W	cmpl	cmpl	0,	30	1569	30	1569	True	True
rna-NM_001180215.1	NC_001136.10	+	176742	178086	176772	178056	1	176742,	178086,	0	gene-YDL155W	cmpl	cmpl	0,	30	1284	30	1284	True	True
rna-NM_001180214.1	NC_001136.10	+	178303	181069	178333	181039	1	178303,	181069,	0	gene-YDL154W	cmpl	cmpl	0,	30	2706	30	2706	True	True
rna-NM_001180213.1	NC_001136.10	-	181155	183048	181185	183018	1	181155,	183048,	0	gene-YDL153C	cmpl	cmpl	0,	30	1833	30	1833	True	True
rna-NM_001180210.1	NC_001136.10	+	183312	184641	183342	184611	1	183312,	184641,	0	gene-YDL150W	cmpl	cmpl	0,	30	1269	30	1269	True	True
rna-NM_001180209.1	NC_001136.10	+	184894	187948	184924	187918	1	184894,	187948,	0	gene-YDL149W	cmpl	cmpl	0,	30	2994	30	2994	True	True
rna-NM_001180208.1	NC_001136.10	-	188123	190616	188153	190586	1	188123,	190616,	0	gene-YDL148C	cmpl	cmpl	0,	30	2433	30	2433	True	True
rna-NM_001180207.1	NC_001136.10	+	190893	192291	190923	192261	1	190893,	192291,	0	gene-YDL147W	cmpl	cmpl	0,	30	1338	30	1338	True	True
rna-NM_001180206.1	NC_001136.10	+	192719	194255	192749	194225	1	192719,	194255,	0	gene-YDL146W	cmpl	cmpl	0,	30	1476	30	1476	True	True
rna-NM_001180205.1	NC_001136.10	-	194540	198206	194570	198176	1	194540,	198206,	0	gene-YDL145C	cmpl	cmpl	0,	30	3606	30	3606	True	True
rna-NM_001180204.1	NC_001136.10	-	198631	199762	198661	199732	1	198631,	199762,	0	gene-YDL144C	cmpl	cmpl	0,	30	1071	30	1071	True	True
rna-NM_001180203.1	NC_001136.10	+	199965	201612	199995	201582	1	199965,	201612,	0	gene-YDL143W	cmpl	cmpl	0,	30	1587	30	1587	True	True
rna-NM_001180202.1	NC_001136.10	-	201688	202600	201718	202570	1	201688,	202600,	0	gene-YDL142C	cmpl	cmpl	0,	30	852	30	852	True	True
rna-NM_001180201.1	NC_001136.10	+	203008	205141	203038	205111	1	203008,	205141,	0	gene-YDL141W	cmpl	cmpl	0,	30	2073	30	2073	True	True
rna-NM_001180200.1	NC_001136.10	-	205329	210591	205359	210561	1	205329,	210591,	0	gene-YDL140C	cmpl	cmpl	0,	30	5202	30	5202	True	True
rna-NM_001180199.1	NC_001136.10	-	211344	212076	211374	212046	1	211344,	212076,	0	gene-YDL139C	cmpl	cmpl	0,	30	672	30	672	True	True
rna-NM_001180198.1	NC_001136.10	+	213320	215672	213350	215642	1	213320,	215672,	0	gene-YDL138W	cmpl	cmpl	0,	30	2292	30	2292	True	True
rna-NM_001180197.1	NC_001136.10	+	216498	217104	216528	217074	1	216498,	217104,	0	gene-YDL137W	cmpl	cmpl	0,	30	546	30	546	True	True
rna-NM_001180251.2	NC_001136.10	+	217569	218397	217599	218367	2	217569,218007,	217602,218397,	0	gene-YDL136W	cmpl	cmpl	0,0,	30	363	30	363	True	True
rna-NM_001180195.1	NC_001136.10	-	218649	219318	218679	219288	1	218649,	219318,	0	gene-YDL135C	cmpl	cmpl	0,	30	609	30	609	True	True
rna-NM_001180193.1	NC_001136.10	-	219631	220801	219661	220771	1	219631,	220801,	0	gene-YDL134C	cmpl	cmpl	0,	30	1110	30	1110	True	True
rna-NM_001180194.1	NC_001136.10	-	221693	221831	221723	221801	1	221693,	221831,	0	gene-YDL133C-A	cmpl	cmpl	0,	30	78	30	78	True	True
rna-NM_001180192.1	NC_001136.10	+	222396	223770	222426	223740	1	222396,	223770,	0	gene-YDL133W	cmpl	cmpl	0,	30	1314	30	1314	True	True
rna-NM_001180191.1	NC_001136.10	+	224273	226781	224303	226751	1	224273,	226781,	0	gene-YDL132W	cmpl	cmpl	0,	30	2448	30	2448	True	True
rna-NM_001180190.1	NC_001136.10	+	227362	228745	227392	228715	1	227362,	228745,	0	gene-YDL131W	cmpl	cmpl	0,	30	1323	30	1323	True	True
rna-NM_001184325.1	NC_001136.10	+	229140	229461	229170	229431	1	229140,	229461,	0	gene-YDL130W-A	cmpl	cmpl	0,	30	261	30	261	True	True
rna-NM_001180189.1	NC_001136.10	+	229875	230557	229905	230527	2	229875,230320,	230019,230557,	0	gene-YDL130W	cmpl	cmpl	0,0,	30	321	30	321	True	True
rna-NM_001180188.1	NC_001136.10	+	230993	231929	231023	231899	1	230993,	231929,	0	gene-YDL129W	cmpl	cmpl	0,	30	876	30	876	True	True
rna-NM_001180187.1	NC_001136.10	+	232621	233917	232651	233887	1	232621,	233917,	0	gene-YDL128W	cmpl	cmpl	0,	30	1236	30	1236	True	True
rna-NM_001180186.1	NC_001136.10	+	234896	235883	234926	235853	1	234896,	235883,	0	gene-YDL127W	cmpl	cmpl	0,	30	927	30	927	True	True
rna-NM_001180185.1	NC_001136.10	-	236126	238694	236156	238664	1	236126,	238694,	0	gene-YDL126C	cmpl	cmpl	0,	30	2508	30	2508	True	True
rna-NM_001180184.1	NC_001136.10	-	238988	239636	239018	239606	2	238988,239509,	239398,239636,	0	gene-YDL125C	cmpl	cmpl	1,0,	30	477	30	477	True	True
rna-NM_001180183.1	NC_001136.10	+	240228	241227	240258	241197	1	240228,	241227,	0	gene-YDL124W	cmpl	cmpl	0,	30	939	30	939	True	True
rna-NM_001180182.1	NC_001136.10	+	241387	241870	241417	241840	1	241387,	241870,	0	gene-YDL123W	cmpl	cmpl	0,	30	423	30	423	True	True
rna-NM_001180181.1	NC_001136.10	+	242521	245011	242551	244981	1	242521,	245011,	0	gene-YDL122W	cmpl	cmpl	0,	30	2430	30	2430	True	True
rna-NM_001180180.1	NC_001136.10	-	245102	245612	245132	245582	1	245102,	245612,	0	gene-YDL121C	cmpl	cmpl	0,	30	450	30	450	True	True
rna-NM_001180179.1	NC_001136.10	+	245892	246477	245922	246447	1	245892,	246477,	0	gene-YDL120W	cmpl	cmpl	0,	30	525	30	525	True	True
rna-NM_001180178.1	NC_001136.10	-	246658	247642	246688	247612	1	246658,	247642,	0	gene-YDL119C	cmpl	cmpl	0,	30	924	30	924	True	True
rna-NM_001180176.1	NC_001136.10	+	248550	251268	248580	251238	1	248550,	251268,	0	gene-YDL117W	cmpl	cmpl	0,	30	2658	30	2658	True	True
rna-NM_001180175.1	NC_001136.10	+	251535	253776	251565	253746	1	251535,	253776,	0	gene-YDL116W	cmpl	cmpl	0,	30	2181	30	2181	True	True
rna-NM_001180174.1	NC_001136.10	-	253964	255156	253994	255126	2	253964,255044,	254974,255156,	0	gene-YDL115C	cmpl	cmpl	1,0,	30	1062	30	1062	True	True
rna-NM_001180173.1	NC_001136.10	+	255573	256560	255603	256530	1	255573,	256560,	0	gene-YDL114W	cmpl	cmpl	0,	30	927	30	927	True	True
rna-NM_001180172.1	NC_001136.10	-	256602	258585	256632	258555	1	256602,	258585,	0	gene-YDL113C	cmpl	cmpl	0,	30	1923	30	1923	True	True
rna-NM_001180171.1	NC_001136.10	+	258884	263255	258914	263225	1	258884,	263255,	0	gene-YDL112W	cmpl	cmpl	0,	30	4311	30	4311	True	True
rna-NM_001180170.1	NC_001136.10	-	263282	264140	263312	264110	1	263282,	264140,	0	gene-YDL111C	cmpl	cmpl	0,	30	798	30	798	True	True
rna-NM_001180169.1	NC_001136.10	-	264481	264994	264511	264964	1	264481,	264994,	0	gene-YDL110C	cmpl	cmpl	0,	30	453	30	453	True	True
rna-NM_001180168.1	NC_001136.10	-	265227	267231	265257	267201	1	265227,	267231,	0	gene-YDL109C	cmpl	cmpl	0,	30	1944	30	1944	True	True
rna-NM_001180167.1	NC_001136.10	+	267667	268729	267697	268699	2	267667,267806,	267725,268729,	0	gene-YDL108W	cmpl	cmpl	0,1,	30	921	30	921	True	True
rna-NM_001180166.1	NC_001136.10	+	268890	270006	268920	269976	1	268890,	270006,	0	gene-YDL107W	cmpl	cmpl	0,	30	1056	30	1056	True	True
rna-NM_001180165.1	NC_001136.10	-	270191	271931	270221	271901	1	270191,	271931,	0	gene-YDL106C	cmpl	cmpl	0,	30	1680	30	1680	True	True
rna-NM_001180164.1	NC_001136.10	+	272358	273627	272388	273597	1	272358,	273627,	0	gene-YDL105W	cmpl	cmpl	0,	30	1209	30	1209	True	True
rna-NM_001180163.1	NC_001136.10	-	273622	274906	273652	274876	1	273622,	274906,	0	gene-YDL104C	cmpl	cmpl	0,	30	1224	30	1224	True	True
rna-NM_001180162.1	NC_001136.10	-	275117	276611	275147	276581	1	275117,	276611,	0	gene-YDL103C	cmpl	cmpl	0,	30	1434	30	1434	True	True
rna-NM_001180161.2	NC_001136.10	+	276841	280195	276871	280165	1	276841,	280195,	0	gene-YDL102W	cmpl	cmpl	0,	30	3294	30	3294	True	True
rna-NM_001180160.1	NC_001136.10	-	280276	281878	280306	281848	1	280276,	281878,	0	gene-YDL101C	cmpl	cmpl	0,	30	1542	30	1542	True	True
rna-NM_001180159.1	NC_001136.10	-	282081	283206	282111	283176	1	282081,	283206,	0	gene-YDL100C	cmpl	cmpl	0,	30	1065	30	1065	True	True
rna-NM_001180158.1	NC_001136.10	+	283388	284474	283418	284444	1	283388,	284474,	0	gene-YDL099W	cmpl	cmpl	0,	30	1026	30	1026	True	True
rna-NM_001180157.1	NC_001136.10	-	284550	285195	284580	285165	1	284550,	285195,	0	gene-YDL098C	cmpl	cmpl	0,	30	585	30	585	True	True
rna-NM_001180156.1	NC_001136.10	-	285360	286725	285390	286695	1	285360,	286725,	0	gene-YDL097C	cmpl	cmpl	0,	30	1305	30	1305	True	True
rna-NM_001180154.1	NC_001136.10	+	287028	289542	287058	289512	1	287028,	289542,	0	gene-YDL095W	cmpl	cmpl	0,	30	2454	30	2454	True	True
rna-NM_001180152.1	NC_001136.10	+	289878	292170	289908	292140	1	289878,	292170,	0	gene-YDL093W	cmpl	cmpl	0,	30	2232	30	2232	True	True
rna-NM_001180151.1	NC_001136.10	+	292750	293251	292780	293221	1	292750,	293251,	0	gene-YDL092W	cmpl	cmpl	0,	30	441	30	441	True	True
rna-NM_001180150.1	NC_001136.10	-	293361	294789	293391	294759	1	293361,	294789,	0	gene-YDL091C	cmpl	cmpl	0,	30	1368	30	1368	True	True
rna-NM_001180149.1	NC_001136.10	-	295003	296359	295033	296329	1	295003,	296359,	0	gene-YDL090C	cmpl	cmpl	0,	30	1296	30	1296	True	True
rna-NM_001180148.1	NC_001136.10	+	296789	298304	296819	298274	1	296789,	298304,	0	gene-YDL089W	cmpl	cmpl	0,	30	1455	30	1455	True	True
rna-NM_001180147.1	NC_001136.10	-	298386	300033	298416	300003	1	298386,	300033,	0	gene-YDL088C	cmpl	cmpl	0,	30	1587	30	1587	True	True
rna-NM_001180146.1	NC_001136.10	-	300183	301029	300213	300999	1	300183,	301029,	0	gene-YDL087C	cmpl	cmpl	0,	30	786	30	786	True	True
rna-NM_001180145.1	NC_001136.10	+	301382	302264	301412	302234	1	301382,	302264,	0	gene-YDL086W	cmpl	cmpl	0,	30	822	30	822	True	True
rna-NM_001184455.1	NC_001136.10	-	302433	302700	302463	302670	1	302433,	302700,	0	gene-YDL085C-A	cmpl	cmpl	0,	30	207	30	207	True	True
rna-NM_001180144.1	NC_001136.10	+	303180	304878	303210	304848	1	303180,	304878,	0	gene-YDL085W	cmpl	cmpl	0,	30	1638	30	1638	True	True
rna-NM_001180143.1	NC_001136.10	+	305206	306607	305236	306577	1	305206,	306607,	0	gene-YDL084W	cmpl	cmpl	0,	30	1341	30	1341	True	True
rna-NM_001180142.1	NC_001136.10	-	306895	307819	306925	307789	2	306895,307765,	307333,307819,	0	gene-YDL083C	cmpl	cmpl	0,0,	30	432	30	432	True	True
rna-NM_001180141.1	NC_001136.10	+	308393	309418	308423	309388	2	308393,308792,	308427,309418,	0	gene-YDL082W	cmpl	cmpl	0,1,	30	600	30	600	True	True
rna-NM_001180140.1	NC_001136.10	-	309771	310152	309801	310122	1	309771,	310152,	0	gene-YDL081C	cmpl	cmpl	0,	30	321	30	321	True	True
rna-NM_001180139.1	NC_001136.10	-	310611	312501	310641	312471	1	310611,	312501,	0	gene-YDL080C	cmpl	cmpl	0,	30	1830	30	1830	True	True
rna-NM_001180138.1	NC_001136.10	-	312920	314778	312950	314748	2	312920,314336,	314044,314778,	0	gene-YDL079C	cmpl	cmpl	1,0,	30	1506	30	1506	True	True
rna-NM_001180137.1	NC_001136.10	-	315326	316418	315356	316388	1	315326,	316418,	0	gene-YDL078C	cmpl	cmpl	0,	30	1032	30	1032	True	True
rna-NM_001180136.1	NC_001136.10	-	316940	320150	316970	320120	1	316940,	320150,	0	gene-YDL077C	cmpl	cmpl	0,	30	3150	30	3150	True	True
rna-NM_001180135.1	NC_001136.10	-	320637	321582	320667	321552	1	320637,	321582,	0	gene-YDL076C	cmpl	cmpl	0,	30	885	30	885	True	True
rna-NM_001180134.1	NC_001136.10	+	322195	323018	322225	322988	2	322195,322703,	322282,323018,	0	gene-YDL075W	cmpl	cmpl	0,0,	30	342	30	342	True	True
rna-NM_001180133.1	NC_001136.10	-	324016	326179	324046	326149	1	324016,	326179,	0	gene-YDL074C	cmpl	cmpl	0,	30	2103	30	2103	True	True
rna-NM_001180132.1	NC_001136.10	+	326582	329597	326612	329567	1	326582,	329597,	0	gene-YDL073W	cmpl	cmpl	0,	30	2955	30	2955	True	True
rna-NM_001180131.1	NC_001136.10	-	329805	330477	329835	330447	1	329805,	330477,	0	gene-YDL072C	cmpl	cmpl	0,	30	612	30	612	True	True
rna-NM_001180129.1	NC_001136.10	+	330993	332970	331023	332940	1	330993,	332970,	0	gene-YDL070W	cmpl	cmpl	0,	30	1917	30	1917	True	True
rna-NM_001180128.1	NC_001136.10	-	333090	333840	333120	333810	1	333090,	333840,	0	gene-YDL069C	cmpl	cmpl	0,	30	690	30	690	True	True
rna-NM_001180126.1	NC_001136.10	-	334186	334426	334216	334396	1	334186,	334426,	0	gene-YDL067C	cmpl	cmpl	0,	30	180	30	180	True	True
rna-NM_001180125.1	NC_001136.10	+	334804	336151	334834	336121	1	334804,	336151,	0	gene-YDL066W	cmpl	cmpl	0,	30	1287	30	1287	True	True
rna-NM_001180124.1	NC_001136.10	-	336218	337307	336248	337277	1	336218,	337307,	0	gene-YDL065C	cmpl	cmpl	0,	30	1029	30	1029	True	True
rna-NM_001180123.1	NC_001136.10	+	337456	338100	337486	338070	2	337456,337634,	337524,338100,	0	gene-YDL064W	cmpl	cmpl	0,2,	30	474	30	474	True	True
rna-NM_001180122.1	NC_001136.10	-	338241	340164	338271	340134	1	338241,	340164,	0	gene-YDL063C	cmpl	cmpl	0,	30	1863	30	1863	True	True
rna-NM_001180120.1	NC_001136.10	-	340597	340828	340627	340798	1	340597,	340828,	0	gene-YDL061C	cmpl	cmpl	0,	30	171	30	171	True	True
rna-NM_001180119.1	NC_001136.10	+	341588	344015	341618	343985	1	341588,	344015,	0	gene-YDL060W	cmpl	cmpl	0,	30	2367	30	2367	True	True
rna-NM_001180118.1	NC_001136.10	-	344206	344983	344236	344953	1	344206,	344983,	0	gene-YDL059C	cmpl	cmpl	0,	30	717	30	717	True	True
rna-NM_001180117.1	NC_001136.10	+	345634	351067	345664	351037	1	345634,	351067,	0	gene-YDL058W	cmpl	cmpl	0,	30	5373	30	5373	True	True
rna-NM_001180116.1	NC_001136.10	+	351403	352450	351433	352420	1	351403,	352450,	0	gene-YDL057W	cmpl	cmpl	0,	30	987	30	987	True	True
rna-NM_001180115.1	NC_001136.10	+	352846	355408	352876	355378	1	352846,	355408,	0	gene-YDL056W	cmpl	cmpl	0,	30	2502	30	2502	True	True
rna-NM_001180114.1	NC_001136.10	-	355643	356789	355673	356759	1	355643,	356789,	0	gene-YDL055C	cmpl	cmpl	0,	30	1086	30	1086	True	True
rna-YNCD0003W	NC_001136.10	+	359576	359672	359672	359672	2	359576,359636,	359613,359672,	0	gene-YNCD0003W	none	none	-1,-1,	0	0	0	0	True	False
rna-NM_001180113.1	NC_001136.10	-	359794	361315	359824	361285	1	359794,	361315,	0	gene-YDL054C	cmpl	cmpl	0,	30	1461	30	1461	True	True
rna-NM_001180112.1	NC_001136.10	-	361668	362286	361698	362256	1	361668,	362286,	0	gene-YDL053C	cmpl	cmpl	0,	30	558	30	558	True	True
rna-NM_001180111.1	NC_001136.10	-	362641	363613	362671	363583	1	362641,	363613,	0	gene-YDL052C	cmpl	cmpl	0,	30	912	30	912	True	True
rna-NM_001180110.1	NC_001136.10	+	363921	364809	363951	364779	1	363921,	364809,	0	gene-YDL051W	cmpl	cmpl	0,	30	828	30	828	True	True
rna-NM_001180108.1	NC_001136.10	-	365037	365904	365067	365874	1	365037,	365904,	0	gene-YDL049C	cmpl	cmpl	0,	30	807	30	807	True	True
rna-NM_001180107.1	NC_001136.10	-	366708	368241	366738	368211	1	366708,	368241,	0	gene-YDL048C	cmpl	cmpl	0,	30	1473	30	1473	True	True
rna-NM_001180106.1	NC_001136.10	+	369740	370736	369770	370706	1	369740,	370736,	0	gene-YDL047W	cmpl	cmpl	0,	30	936	30	936	True	True
rna-NM_001180105.1	NC_001136.10	+	371209	371791	371239	371761	1	371209,	371791,	0	gene-YDL046W	cmpl	cmpl	0,	30	522	30	522	True	True
rna-NM_001184304.1	NC_001136.10	+	372217	372565	372247	372535	1	372217,	372565,	0	gene-YDL045W-A	cmpl	cmpl	0,	30	288	30	288	True	True
rna-NM_001180104.1	NC_001136.10	-	372657	373638	372687	373608	1	372657,	373638,	0	gene-YDL045C	cmpl	cmpl	0,	30	921	30	921	True	True
rna-NM_001180103.1	NC_001136.10	-	373936	375319	373966	375289	1	373936,	375319,	0	gene-YDL044C	cmpl	cmpl	0,	30	1323	30	1323	True	True
rna-NM_001180102.1	NC_001136.10	-	375649	376510	375679	376480	1	375649,	376510,	0	gene-YDL043C	cmpl	cmpl	0,	30	801	30	801	True	True
rna-NM_001180101.1	NC_001136.10	-	376726	378475	376756	378445	1	376726,	378475,	0	gene-YDL042C	cmpl	cmpl	0,	30	1689	30	1689	True	True
rna-NM_001180099.1	NC_001136.10	-	378843	381468	378873	381438	1	378843,	381468,	0	gene-YDL040C	cmpl	cmpl	0,	30	2565	30	2565	True	True
rna-NM_001180098.1	NC_001136.10	-	381954	384111	381984	384081	1	381954,	384111,	0	gene-YDL039C	cmpl	cmpl	0,	30	2097	30	2097	True	True
rna-NM_001180096.1	NC_001136.10	-	384570	385617	384600	385587	1	384570,	385617,	0	gene-YDL037C	cmpl	cmpl	0,	30	987	30	987	True	True
rna-NM_001180095.1	NC_001136.10	-	387482	388931	387512	388901	1	387482,	388931,	0	gene-YDL036C	cmpl	cmpl	0,	30	1389	30	1389	True	True
rna-NM_001180094.1	NC_001136.10	-	389141	392087	389171	392057	1	389141,	392087,	0	gene-YDL035C	cmpl	cmpl	0,	30	2886	30	2886	True	True
rna-NM_001180092.1	NC_001136.10	-	392628	393942	392658	393912	1	392628,	393942,	0	gene-YDL033C	cmpl	cmpl	0,	30	1254	30	1254	True	True
rna-NM_001180090.2	NC_001136.10	+	394186	397234	394216	397204	1	394186,	397234,	0	gene-YDL031W	cmpl	cmpl	0,	30	2988	30	2988	True	True
rna-NM_001180089.1	NC_001136.10	+	397506	399159	397536	399129	1	397506,	399159,	0	gene-YDL030W	cmpl	cmpl	0,	30	1593	30	1593	True	True
rna-NM_001180088.1	NC_001136.10	+	399309	400668	399339	400638	2	399309,399484,	399361,400668,	0	gene-YDL029W	cmpl	cmpl	0,1,	30	1176	30	1176	True	True
rna-NM_001180087.2	NC_001136.10	-	400966	403321	400996	403291	1	400966,	403321,	0	gene-YDL028C	cmpl	cmpl	0,	30	2295	30	2295	True	True
rna-NM_001180086.1	NC_001136.10	-	403664	404987	403694	404957	1	403664,	404987,	0	gene-YDL027C	cmpl	cmpl	0,	30	1263	30	1263	True	True
rna-NM_001180084.1	NC_001136.10	-	405313	407236	405343	407206	1	405313,	407236,	0	gene-YDL025C	cmpl	cmpl	0,	30	1863	30	1863	True	True
rna-NM_001180083.1	NC_001136.10	-	408420	409887	408450	409857	1	408420,	409887,	0	gene-YDL024C	cmpl	cmpl	0,	30	1407	30	1407	True	True
rna-NM_001270741.1	NC_001136.10	-	409777	410086	409807	410056	1	409777,	410086,	0	gene-YDL022C-A	cmpl	cmpl	0,	30	249	30	249	True	True
rna-YNCD0004W	NC_001136.10	+	410378	410451	410451	410451	1	410378,	410451,	0	gene-YNCD0004W	none	none	-1,	0	0	0	0	True	False
rna-NM_001180081.1	NC_001136.10	+	411794	413030	411824	413000	1	411794,	413030,	0	gene-YDL022W	cmpl	cmpl	0,	30	1176	30	1176	True	True
rna-NM_001180080.1	NC_001136.10	+	413922	414918	413952	414888	1	413922,	414918,	0	gene-YDL021W	cmpl	cmpl	0,	30	936	30	936	True	True
rna-NM_001180079.3	NC_001136.10	-	415082	416738	415112	416708	1	415082,	416738,	0	gene-YDL020C	cmpl	cmpl	0,	30	1596	30	1596	True	True
rna-NM_001180078.1	NC_001136.10	-	417632	421544	417662	421514	1	417632,	421544,	0	gene-YDL019C	cmpl	cmpl	0,	30	3852	30	3852	True	True
rna-NM_001180077.1	NC_001136.10	-	422802	423540	422832	423510	1	422802,	423540,	0	gene-YDL018C	cmpl	cmpl	0,	30	678	30	678	True	True
rna-NM_001180076.3	NC_001136.10	+	424178	425762	424208	425732	1	424178,	425762,	0	gene-YDL017W	cmpl	cmpl	0,	30	1524	30	1524	True	True
rna-NM_001180074.1	NC_001136.10	-	425971	426964	426001	426934	1	425971,	426964,	0	gene-YDL015C	cmpl	cmpl	0,	30	933	30	933	True	True
rna-NM_001180073.1	NC_001136.10	+	427333	428377	427363	428347	1	427333,	428377,	0	gene-YDL014W	cmpl	cmpl	0,	30	984	30	984	True	True
rna-NM_001180072.3	NC_001136.10	+	429036	430956	429066	430926	1	429036,	430956,	0	gene-YDL013W	cmpl	cmpl	0,	30	1860	30	1860	True	True
rna-NM_001180071.1	NC_001136.10	-	431077	431547	431107	431517	2	431077,431472,	431386,431547,	0	gene-YDL012C	cmpl	cmpl	0,0,	30	324	30	324	True	True
rna-NM_001180069.1	NC_001136.10	+	432299	433055	432329	433025	1	432299,	433055,	0	gene-YDL010W	cmpl	cmpl	0,	30	696	30	696	True	True
rna-NM_001270742.1	NC_001136.10	-	432894	433278	432924	433248	1	432894,	433278,	0	gene-YDL009C	cmpl	cmpl	0,	30	324	30	324	True	True
rna-NM_001180067.3	NC_001136.10	+	433466	434024	433496	433994	1	433466,	434024,	0	gene-YDL008W	cmpl	cmpl	0,	30	498	30	498	True	True
rna-YNCD0005C	NC_001136.10	-	434263	434336	434336	434336	1	434263,	434336,	0	gene-YNCD0005C	none	none	-1,	0	0	0	0	True	False
rna-NM_001184682.1	NC_001136.10	-	436536	436854	436566	436824	1	436536,	436854,	0	gene-YDL007C-A	cmpl	cmpl	0,	30	258	30	258	True	True
rna-YNCD0006W	NC_001136.10	+	437771	437853	437853	437853	1	437771,	437853,	0	gene-YNCD0006W	none	none	-1,	0	0	0	0	True	False
rna-NM_001180066.1	NC_001136.10	+	438016	439390	438046	439360	1	438016,	439390,	0	gene-YDL007W	cmpl	cmpl	0,	30	1314	30	1314	True	True
rna-NM_001180065.3	NC_001136.10	+	439878	440784	439908	440754	1	439878,	440784,	0	gene-YDL006W	cmpl	cmpl	0,	30	846	30	846	True	True
rna-NM_001180064.3	NC_001136.10	-	440983	442339	441013	442309	1	440983,	442339,	0	gene-YDL005C	cmpl	cmpl	0,	30	1296	30	1296	True	True
rna-NM_001180063.1	NC_001136.10	+	442998	443541	443028	443511	1	442998,	443541,	0	gene-YDL004W	cmpl	cmpl	0,	30	483	30	483	True	True
rna-NM_001180062.1	NC_001136.10	+	444652	446413	444682	446383	1	444652,	446413,	0	gene-YDL003W	cmpl	cmpl	0,	30	1701	30	1701	True	True
rna-NM_001180061.3	NC_001136.10	-	446936	447608	446966	447578	1	446936,	447608,	0	gene-YDL002C	cmpl	cmpl	0,	30	612	30	612	True	True
rna-NM_001180060.3	NC_001136.10	+	447953	449306	447983	449276	1	447953,	449306,	0	gene-YDL001W	cmpl	cmpl	0,	30	1293	30	1293	True	True
rna-NM_001180309.1	NC_001136.10	-	450189	452505	450219	452475	1	450189,	452505,	0	gene-YDR001C	cmpl	cmpl	0,	30	2256	30	2256	True	True
rna-NM_001180310.1	NC_001136.10	+	453014	453680	453044	453650	1	453014,	453680,	0	gene-YDR002W	cmpl	cmpl	0,	30	606	30	606	True	True
rna-NM_001180311.3	NC_001136.10	+	454091	454784	454121	454754	1	454091,	454784,	0	gene-YDR003W	cmpl	cmpl	0,	30	633	30	633	True	True
rna-NM_001184646.3	NC_001136.10	+	454751	454934	454781	454904	1	454751,	454934,	0	gene-YDR003W-A	cmpl	cmpl	0,	30	123	30	123	True	True
rna-NM_001180312.1	NC_001136.10	+	455170	456613	455200	456583	1	455170,	456613,	0	gene-YDR004W	cmpl	cmpl	0,	30	1383	30	1383	True	True
rna-NM_001180313.1	NC_001136.10	-	456805	458133	456835	458103	2	456805,458097,	458017,458133,	0	gene-YDR005C	cmpl	cmpl	0,0,	30	1188	30	1188	True	True
rna-NM_001180314.3	NC_001136.10	-	458511	461277	458541	461247	1	458511,	461277,	0	gene-YDR006C	cmpl	cmpl	0,	30	2706	30	2706	True	True
rna-NM_001180315.3	NC_001136.10	+	461811	462546	461841	462516	1	461811,	462546,	0	gene-YDR007W	cmpl	cmpl	0,	30	675	30	675	True	True
rna-NM_001180317.1	NC_001136.10	+	463403	465026	463433	464996	1	463403,	465026,	0	gene-YDR009W	cmpl	cmpl	0,	30	1563	30	1563	True	True
rna-NM_001348808.1	NC_001136.10	-	465020	465413	465050	465383	1	465020,	465413,	0	gene-YDR010C	cmpl	cmpl	0,	30	333	30	333	True	True
rna-NM_001180319.1	NC_001136.10	+	465888	470454	465918	470424	1	465888,	470454,	0	gene-YDR011W	cmpl	cmpl	0,	30	4506	30	4506	True	True
rna-NM_001180320.3	NC_001136.10	+	471822	472971	471852	472941	1	471822,	472971,	0	gene-YDR012W	cmpl	cmpl	0,	30	1089	30	1089	True	True
rna-NM_001180321.3	NC_001136.10	+	473126	473813	473156	473783	1	473126,	473813,	0	gene-YDR013W	cmpl	cmpl	0,	30	627	30	627	True	True
rna-NM_001180322.1	NC_001136.10	+	474015	476019	474045	475989	1	474015,	476019,	0	gene-YDR014W	cmpl	cmpl	0,	30	1944	30	1944	True	True
rna-NM_001184688.1	NC_001136.10	+	477766	478315	477796	478285	1	477766,	478315,	0	gene-YDR014W-A	cmpl	cmpl	0,	30	489	30	489	True	True
rna-NM_001180324.3	NC_001136.10	-	478443	478788	478473	478758	1	478443,	478788,	0	gene-YDR016C	cmpl	cmpl	0,	30	285	30	285	True	True
rna-NM_001180325.3	NC_001136.10	-	479084	482297	479114	482267	1	479084,	482297,	0	gene-YDR017C	cmpl	cmpl	0,	30	3153	30	3153	True	True
rna-NM_001180326.1	NC_001136.10	-	482639	483890	482669	483860	1	482639,	483890,	0	gene-YDR018C	cmpl	cmpl	0,	30	1191	30	1191	True	True
rna-NM_001180327.1	NC_001136.10	-	484132	485395	484162	485365	1	484132,	485395,	0	gene-YDR019C	cmpl	cmpl	0,	30	1203	30	1203	True	True
rna-NM_001180328.3	NC_001136.10	-	485715	486474	485745	486444	1	485715,	486474,	0	gene-YDR020C	cmpl	cmpl	0,	30	699	30	699	True	True
