name	from_tis	region	SM_IN_1	SM_IN_2	SM_IP_1	SM_IP_2	enrich	collision	peak
EAA34471	270	3utr	0	0	0	0	0.0		
EAA34471	271	3utr	0	0	0	0	0.0		
EAA34471	272	3utr	0	0	0	0	0.0		
EAA34471	273	3utr	0	0	0	0	0.0		
EAA34471	274	3utr	0	0	0	0	0.0		
EAA34471	275	3utr	0	0	0	0	0.0		
EAA34471	276	3utr	0	0	0	0	0.0		
EAA34471	277	3utr	0	0	0	0	0.0		
EAA34471	278	3utr	0	0	0	0	0.0		
EAA34471	279	3utr	0	0	0	0	0.0		
EAA34471	280	3utr	0	0	0	0	0.0		
EAA34471	281	3utr	0	0	0	0	0.0		
EAA34471	282	3utr	0	0	0	0	0.0		
EAA34471	283	3utr	1	0	0	0	0.0		
EAA34471	284	3utr	0	0	0	0	0.0		
EAA34471	285	3utr	0	0	0	0	0.0		
EAA34471	286	3utr	0	0	0	0	0.0		
EAA34471	287	3utr	0	0	0	0	0.0		
EAA34471	288	3utr	0	0	0	0	0.0		
EAA34471	289	3utr	0	0	0	0	0.0		
EAA34471	290	3utr	0	0	0	0	0.0		
EAA34471	291	3utr	0	0	0	0	0.0		
EAA34471	292	3utr	0	0	0	0	0.0		
EAA34471	293	3utr	0	0	0	0	0.0		
EAA34471	294	3utr	0	0	0	0	0.0		
EAA34471	295	3utr	0	0	0	0	0.0		
EAA34471	296	3utr	0	0	0	0	0.0		
EAA34471	297	3utr	0	0	0	0	0.0		
EAA34471	298	3utr	0	0	0	0	0.0		
EAA34471	299	3utr	0	0	0	0	0.0		
EAA34471	300	3utr	0	0	0	0	0.0		
EAA34471	301	3utr	0	0	0	0	0.0		
EAA34471	302	3utr	0	0	0	0	0.0		
EAA34471	303	3utr	0	0	0	0	0.0		
EAA34471	304	3utr	0	0	0	0	0.0		
EAA34471	305	3utr	0	0	0	0	0.0		
EAA34471	306	3utr	0	0	0	0	0.0		
EAA34471	307	3utr	0	0	0	0	0.0		
EAA34471	308	3utr	0	0	0	0	0.0		
EAA34471	309	3utr	0	0	0	0	0.0		
EAA34471	310	3utr	0	0	0	0	0.0		
EAA34471	311	3utr	0	0	0	0	0.0		
EAA34471	312	3utr	0	0	0	0	0.0		
EAA34471	313	3utr	0	0	0	0	0.0		
EAA34471	314	3utr	0	0	0	0	0.0		
EAA34471	315	3utr	0	0	0	0	0.0		
EAA34471	316	3utr	0	0	0	0	0.0		
EAA34471	317	3utr	0	0	0	0	0.0		
EAA34471	318	3utr	0	0	0	0	0.0		
EAA34471	319	3utr	0	0	0	0	0.0		
EAA34471	320	3utr	0	0	0	0	0.0		
EAA34471	321	3utr	0	0	0	0	0.0		
EAA34471	322	3utr	0	0	0	0	0.0		
EAA34471	323	3utr	0	0	0	0	0.0		
EAA34471	324	3utr	0	0	0	0	0.0		
EAA34471	325	3utr	0	0	0	0	0.0		
EAA34471	326	3utr	0	0	0	0	0.0		
EAA34471	327	3utr	0	0	0	0	0.0		
EAA34471	328	3utr	0	0	0	0	0.0		
EAA34471	329	3utr	0	0	0	0	0.0		
EAA34471	330	3utr	0	0	0	0	0.0		
EAA34471	331	3utr	0	0	0	0	0.0		
EAA34471	332	3utr	0	0	0	0	0.0		
EAA34471	333	3utr	0	0	0	0	0.0		
EAA34471	334	3utr	0	0	0	0	0.0		
EAA34471	335	3utr	0	0	0	0	0.0		
EAA34471	336	3utr	0	0	0	0	0.0		
EAA34471	337	3utr	0	0	0	0	0.0		
EAA34471	338	3utr	0	0	0	0	0.0		
EAA34471	339	3utr	0	0	0	0	0.0		
EAA34471	340	3utr	0	0	0	0	0.0		
EAA34471	341	3utr	0	0	0	0	0.0		
EAA34471	342	3utr	0	0	0	0	0.0		
EAA34471	343	3utr	0	0	0	0	0.0		
EAA34471	344	3utr	0	0	0	0	0.0		
EAA34471	345	3utr	0	0	0	0	0.0		
EAA34471	346	3utr	0	0	0	0	0.0		
EAA34471	347	3utr	0	0	0	0	0.0		
EAA34471	348	3utr	0	0	0	0	0.0		
EAA34471	349	3utr	0	0	0	0	0.0		
EAA34471	350	3utr	0	0	0	0	0.0		
EAA34471	351	3utr	0	0	0	0	0.0		
EAA34471	352	3utr	0	0	0	0	0.0		
EAA34471	353	3utr	0	0	0	0	0.0		
EAA34471	354	3utr	0	0	0	0	0.0		
EAA34471	355	3utr	0	0	0	0	0.0		
EAA34471	356	3utr	0	0	0	0	0.0		
EAA34471	357	3utr	0	0	0	0	0.0		
EAA34471	358	3utr	0	0	0	0	0.0		
EAA34471	359	3utr	0	0	0	0	0.0		
EAA34471	360	3utr	0	0	0	0	0.0		
EAA34471	361	3utr	0	0	0	0	0.0		
EAA34471	362	3utr	0	0	0	0	0.0		
EAA34471	363	3utr	0	0	0	0	0.0		
EAA34471	364	3utr	0	0	0	0	0.0		
EAA34471	365	3utr	0	0	0	0	0.0		
EAA34471	366	3utr	0	0	0	0	0.0		
EAA34471	367	3utr	0	0	0	0	0.0		
EAA34471	368	3utr	0	0	0	0	0.0		
EAA34471	369	3utr	0	0	0	0	0.0		
EAA34471	370	3utr	0	0	0	0	0.0		
EAA34471	371	3utr	0	0	0	0	0.0		
