name	from_tis	region	wt_mock_1	wt_mock_2	ssb1_wt_flag_1	ssb1_wt_flag_2	enrich	collision	peak
YMR290C_mRNA	366	cds	31	40	35	48	0.8780780979807208		
YMR290C_mRNA	367	cds	12	31	13	17	1.3673960972224515		
YMR290C_mRNA	368	cds	2	4	5	13	1.1562569015608373		
YMR290C_mRNA	369	cds	0	0	1	7	1.2534669130551765		
YMR290C_mRNA	370	cds	1	4	1	4	0.5515137885301167		
YMR290C_mRNA	371	cds	5	5	1	3	0.685240104944087		
YMR290C_mRNA	372	cds	4	13	5	9	0.7213705576472405		
YMR290C_mRNA	373	cds	3	7	3	10	1.0646790098628225		
YMR290C_mRNA	374	cds	0	2	2	6	0.958917856932115		
YMR290C_mRNA	375	cds	0	7	3	3	1.130716374354788		
YMR290C_mRNA	376	cds	7	8	12	14	0.7934633687135468		
YMR290C_mRNA	377	cds	3	3	0	3	0.9386054567734621		
YMR290C_mRNA	378	cds	3	16	3	13	0.8995903946774655		
YMR290C_mRNA	379	cds	5	4	8	4	1.5224157504949085	1.5224157504949085	
YMR290C_mRNA	380	cds	2	3	1	15	1.5316434468145133	1.5316434468145133	
YMR290C_mRNA	381	cds	1	6	2	3	1.1059114449084455	1.1059114449084455	
YMR290C_mRNA	382	cds	11	11	2	2	2.460371433220986	2.460371433220986	2.460371433220986
YMR290C_mRNA	383	cds	1	1	3	13	2.3136966825546876		2.3136966825546876
YMR290C_mRNA	384	cds	9	21	6	11	3.468415673414987		3.468415673414987
YMR290C_mRNA	385	cds	1	5	8	10	1.6829756064545636		1.6829756064545636
YMR290C_mRNA	386	cds	3	8	3	9	1.8737658408583528		1.8737658408583528
YMR290C_mRNA	387	cds	11	12	11	17	3.1808797823162016		3.1808797823162016
YMR290C_mRNA	388	cds	1	9	16	30	3.520561792986703		3.520561792986703
YMR290C_mRNA	389	cds	7	11	16	25	3.3599991567191854		3.3599991567191854
YMR290C_mRNA	390	cds	0	0	3	8	1.9959038498925104		1.9959038498925104
YMR290C_mRNA	391	cds	2	7	11	21	2.086059030304413		2.086059030304413
YMR290C_mRNA	392	cds	3	21	8	34	4.054785171445377		4.054785171445377
YMR290C_mRNA	393	cds	2	8	15	53	3.196435753019614		3.196435753019614
YMR290C_mRNA	394	cds	7	33	7	28	3.652423423121681	3.652423423121681	3.652423423121681
YMR290C_mRNA	395	cds	1	2	4	9	1.8464863740424335	1.8464863740424335	
YMR290C_mRNA	396	cds	3	13	7	8	1.869008980747433	1.869008980747433	
YMR290C_mRNA	397	cds	14	28	20	25	0.7770588522856292		
YMR290C_mRNA	398	cds	9	10	2	5	1.5925207665453216	1.5925207665453216	
YMR290C_mRNA	399	cds	1	7	6	15	3.090138845742109	3.090138845742109	3.090138845742109
YMR290C_mRNA	400	cds	0	1	5	12	3.2662203003567587		3.2662203003567587
YMR290C_mRNA	401	cds	5	16	7	11	2.6177533165118825		2.6177533165118825
YMR290C_mRNA	402	cds	0	4	4	12	1.6901967740555586		1.6901967740555586
YMR290C_mRNA	403	cds	0	2	9	3	2.1631760284460526	2.1631760284460526	2.1631760284460526
YMR290C_mRNA	404	cds	4	17	19	23	1.8046249298361015	1.8046249298361015	
YMR290C_mRNA	405	cds	8	10	6	3	1.4209226210660872	1.4209226210660872	
YMR290C_mRNA	406	cds	5	6	8	11	1.5572472895231435	1.5572472895231435	
YMR290C_mRNA	407	cds	1	12	6	11	1.699094503436883	1.699094503436883	
YMR290C_mRNA	408	cds	6	12	5	16	2.096706458187066	2.096706458187066	
YMR290C_mRNA	409	cds	0	4	9	17	1.501847910530668	1.501847910530668	
YMR290C_mRNA	410	cds	0	3	2	5	1.5268493171433646	1.5268493171433646	
YMR290C_mRNA	411	cds	5	24	10	15	1.4247410441609518	1.4247410441609518	
YMR290C_mRNA	412	cds	2	4	6	11	1.5803053192577177	1.5803053192577177	
YMR290C_mRNA	413	cds	2	4	4	5	1.4805915959482658		
YMR290C_mRNA	414	cds	3	14	2	10	0.9511683050886053		
YMR290C_mRNA	415	cds	6	16	7	13	0.783902726894598		
YMR290C_mRNA	416	cds	7	23	11	14	0.8316801068800732		
YMR290C_mRNA	417	cds	4	7	4	7	0.7378171173903503		
YMR290C_mRNA	418	cds	5	8	2	7	0.6473534501779586		
YMR290C_mRNA	419	cds	3	7	3	3	0.9620143598489239		
YMR290C_mRNA	420	cds	3	17	13	14	1.1536271248534318		
YMR290C_mRNA	421	cds	0	2	1	6	1.0830969996427713		
YMR290C_mRNA	422	cds	4	9	1	5	0.7262860514361829		
YMR290C_mRNA	423	cds	4	11	4	8	0.47455762655278394		
YMR290C_mRNA	424	cds	9	20	4	8	1.3046034651632463		
YMR290C_mRNA	425	cds	1	2	5	4	1.2207381925602883		
YMR290C_mRNA	426	cds	6	10	3	6	1.36842980959798		
YMR290C_mRNA	427	cds	2	7	3	4	0.702501393068533		
YMR290C_mRNA	428	cds	0	4	3	5	0.7158652004335033		
YMR290C_mRNA	429	cds	3	9	3	3	0.5022260783229108		
YMR290C_mRNA	430	cds	3	11	1	1	0.35938369583084867		
YMR290C_mRNA	431	cds	4	8	2	4	0.9794330591019575		
YMR290C_mRNA	432	cds	1	8	9	2	0.9965661921145801		
YMR290C_mRNA	433	cds	0	3	0	2	0.9911310991198429		
YMR290C_mRNA	434	cds	5	9	2	5	0.7107344001911131		
YMR290C_mRNA	435	cds	4	8	7	15	0.8041379239454363		
YMR290C_mRNA	436	cds	6	19	3	11	1.5069506056852584		
YMR290C_mRNA	437	cds	3	7	10	19	1.4314039910102245		
YMR290C_mRNA	438	cds	2	5	4	6	2.0613437290533665		
YMR290C_mRNA	439	cds	7	17	27	35	1.5303357687362777		
YMR290C_mRNA	440	cds	6	17	7	17	1.554598145909535		
YMR290C_mRNA	441	cds	1	8	3	5	0.8799752465212938		
YMR290C_mRNA	442	cds	6	18	2	8	0.6622035573124934		
YMR290C_mRNA	443	cds	5	23	2	5	0.3500722207580558		
YMR290C_mRNA	444	cds	19	59	14	21	0.7006894232630476		
YMR290C_mRNA	445	cds	3	8	5	13	0.7808571141297309		
YMR290C_mRNA	446	cds	17	25	11	13	1.7894399142573878		
YMR290C_mRNA	447	cds	2	3	7	14	1.8655793995838739		
YMR290C_mRNA	448	cds	4	4	4	12	1.9647110440641717		
YMR290C_mRNA	449	cds	5	10	8	4	0.9835289508119769		
YMR290C_mRNA	450	cds	12	25	7	16	1.0123374097994837		
YMR290C_mRNA	451	cds	1	7	6	2	1.2760666793567268		
YMR290C_mRNA	452	cds	2	4	3	9	1.2294870855792888		
YMR290C_mRNA	453	cds	5	17	1	9	0.7346138747109765		
YMR290C_mRNA	454	cds	15	36	3	12	0.47712667530400105		
YMR290C_mRNA	455	cds	7	6	4	8	0.9116451261345565		
YMR290C_mRNA	456	cds	2	0	8	9	1.4036939810858784		
YMR290C_mRNA	457	cds	0	2	4	5	1.2949502553241352		
YMR290C_mRNA	458	cds	0	0	3	6	1.3923255551374938		
YMR290C_mRNA	459	cds	3	3	7	5	2.0303708852928106		
YMR290C_mRNA	460	cds	1	2	7	4	1.9929616347336918		
YMR290C_mRNA	461	cds	7	9	3	4	1.5268593956939964		
YMR290C_mRNA	462	cds	0	2	0	4	0.43824676510340954		
YMR290C_mRNA	463	cds	11	21	7	5	0.7199757749786665		
YMR290C_mRNA	464	cds	19	54	43	49	0.6955113814423399		
YMR290C_mRNA	465	cds	9	17	6	9	0.8805119587384449		
YMR290C_mRNA	466	cds	4	19	9	8	0.6022121326867631		
YMR290C_mRNA	467	cds	7	21	4	8	1.4361826145730154		
YMR290C_mRNA	468	cds	1	7	5	13	2.3681196047051736		
YMR290C_mRNA	469	cds	1	15	8	17	2.520780464371575		
YMR290C_mRNA	470	cds	5	11	4	13	1.8509774355309594		
YMR290C_mRNA	471	cds	0	4	4	5	0.8854411736877259		
YMR290C_mRNA	472	cds	6	5	6	2	0.8088181483738757		
YMR290C_mRNA	473	cds	3	7	0	9	0.870419321506597		
YMR290C_mRNA	474	cds	3	5	3	9	0.919136423957591		
YMR290C_mRNA	475	cds	4	10	7	7	1.457636830399699		
YMR290C_mRNA	476	cds	2	7	8	12	1.490133190328062		
YMR290C_mRNA	477	cds	4	9	7	12	1.5305278510875815		
YMR290C_mRNA	478	cds	0	6	7	5	1.1420740952143091		
YMR290C_mRNA	479	cds	6	13	8	16	1.061148043965762		
YMR290C_mRNA	480	cds	5	3	3	5	1.3389663848729556		
YMR290C_mRNA	481	cds	2	3	2	11	1.5369625268827454		
YMR290C_mRNA	482	cds	1	5	4	4	2.1006297180032307		
YMR290C_mRNA	483	cds	4	1	3	5	3.2947945022135317		
YMR290C_mRNA	484	cds	1	1	4	9	3.239454968836724		
YMR290C_mRNA	485	cds	0	2	2	7	2.5615771379423		
YMR290C_mRNA	486	cds	3	6	3	4	1.488316307485397		
YMR290C_mRNA	487	cds	4	4	6	16	1.2866542939884125		
YMR290C_mRNA	488	cds	4	11	5	10	1.272799378113424		
YMR290C_mRNA	489	cds	10	39	15	13	0.692550254533996		
YMR290C_mRNA	490	cds	12	37	14	11	0.5312662040693122		
YMR290C_mRNA	491	cds	14	36	11	10	0.7077034775513062		
YMR290C_mRNA	492	cds	6	18	14	14	0.8329206963505897		
YMR290C_mRNA	493	cds	0	6	2	11	1.1090754169869275		
YMR290C_mRNA	494	cds	3	14	8	10	0.949853566631742		
YMR290C_mRNA	495	cds	3	14	2	10	0.8119488948885754		
YMR290C_mRNA	496	cds	3	10	2	5	0.5268765966588881		
YMR290C_mRNA	497	cds	5	19	2	8	1.0084200500936105		
YMR290C_mRNA	498	cds	4	6	6	22	1.1581327893779598		
YMR290C_mRNA	499	cds	8	28	12	23	1.1621685508804878		
YMR290C_mRNA	500	cds	3	7	1	4	0.6987526252882506		
YMR290C_mRNA	501	cds	4	7	2	9	0.6609077394873215		
YMR290C_mRNA	502	cds	7	11	5	14	0.6180622797927458		
YMR290C_mRNA	503	cds	17	77	4	22	0.46454360507485304		
YMR290C_mRNA	504	cds	2	1	0	1	0.18676043857698504		
YMR290C_mRNA	505	cds	0	0	0	0	0.09755495752021856		
YMR290C_mRNA	506	3utr	0	0	0	0	0.0		
YMR290C_mRNA	507	3utr	0	1	0	0	0.3050567702016713		
YMR290C_mRNA	508	3utr	0	1	2	0	0.30505677020167127		
YMR290C_mRNA	509	3utr	0	0	0	0	0.3050567702016713		
YMR290C_mRNA	510	3utr	0	0	0	0	0.0		
YMR290C_mRNA	511	3utr	0	0	0	0	0.0		
YMR290C_mRNA	512	3utr	0	0	0	0	0.0		
YMR290C_mRNA	513	3utr	0	0	0	0	0.0		
YMR290C_mRNA	514	3utr	0	0	0	0	0.0		
YMR290C_mRNA	515	3utr	0	0	0	0	0.0		
